,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes
463,foxygames_uk,".

IMHO.

Game Pass on PS5 would make Sony's hardware the most desirable console platform in history.

Think. 

All Multiplats, All Xbox ""Exclusives"", and the Holy Grail of PlayStation Exclusives.

MSFT get to make money on subscriptions.

Win/Win.

.. just saying.",2021-03-12 10:12:54+00:00,8794,133,26,402
464,jfslowik,"Overheard:
'why does MSFT insist on saying ""human operated ransomware"" - like what the fuck else operates it, penguins?'",2021-03-12 02:56:20+00:00,15138,42,24,361
465,DividendGrowth,"Happy Microsoft $MSFT dividend day

Bill Gates just received a dividend check for $57,676,043.04",2021-03-11 22:26:25+00:00,81898,77,246,3188
466,msft_fml,I do make melodic music sometimes https://t.co/lNxRHiNWf5,2021-03-11 00:13:37+00:00,2699,26,30,267
467,JuiceHead33,One thing I really hope we see from the MSFT buy in the shorter term is more support for Fo76. The game has so much potential still and with more support I think it could really turn into something special,2021-03-09 17:20:42+00:00,12940,18,14,315
468,zerohedge,"The S&amp;P closed -0.5% even though a quarter of members hits 52 week highs. 

The drop was caused by FB, AMZN, AAPL, MSFT and TSLA",2021-03-09 01:17:44+00:00,1102506,16,51,311
469,Butamaru_Butako,"FAANG株、今後1年間で株価35％上昇になる可能性もあるとのこと。

1.9兆ドル救済法案は短期的に株購入促進となるそう。

$AMZN 特に魅力的
$MSFT GSが目標株価を$315に引上げ
$FB 2021年～2022年の売上が急増すると予想
$AAPL 2022年の売上増4％に留まると予想(他は2桁増)

https://t.co/det0Sai8Ku https://t.co/oM2hEaBmfl",2021-03-08 23:42:11+00:00,32108,5,38,271
470,1charts6,"If have read Stan Weinstein, names like DOCU AMZN FB GOOG MSFT NVDA ZM look like that have been in Stage 3 the past 6-9 months. Are they entering or potentially entering Stage 4?",2021-03-08 22:27:03+00:00,39336,26,13,210
471,LuoshengPeng,"Tech were heavily hit b/w 2/12-3/5.

- Entire market lost $2.4T &amp; Nasdaq 100 $1.6T!
- Nasdaq 100 lost &gt; 3% YTD &amp; off 10% from ATH
- $ARKK was down ~27%
- $AAPL lost $269B, $TSLA $213B, $AMZN $164B, &amp; MSFT $109B
- Elon Must lost $37B &amp; Jeff Bezos $16B

Massive loss.",2021-03-07 20:54:47+00:00,44955,25,45,245
472,shikiho_otaku,"SBI証券が発表！

【日本人が保有する米国株トップ７】

1. アップル $AAPL
2. マイクロソフト $MSFT
3. AT&amp;T $T
4. コカ・コーラ $KO
5. テスラ $TSLA
6. アマゾン $AMZN
7. ズーム $ZM

王道で勝ちたい私は、4つ保有しています。

みなさんは、何個持ってましたか？😊",2021-03-07 13:10:52+00:00,5195,61,51,731
473,cinnamon_msft,"💡 Terminal tip: If you hold Alt and click on a profile in your dropdown menu, you can open a new split pane of that profile! 🤗 https://t.co/PvtGUSCx2J",2021-03-06 00:55:35+00:00,17930,15,76,413
474,bdsams,Is there an expected time for the Zenimax/Msft EU ruling?,2021-03-05 12:59:17+00:00,40954,24,16,329
475,Dividend_Dollar,"When you begin investing, INVEST IN WHAT YOU KNOW

📱 $AAPL
📦 $AMZN $SHOP $BABA
💳 $V
💊 $ABBV $JNJ
🚗 $TSLA $NIO
☕ $SBUX
🛠️ $HD $LOW
🛒 $WMT $TGT
🎙️ $SPOT
🎮 $SKLZ $SE
🏠 $RDFN $Z
💻 $MSFT
🍋 $LMND
🐭 $DIS
👨‍⚕️ $TDOC
💸 $SQ $PYPL
🛍️ $PINS $ETSY
🍟 $MCD
🚜 $DE $CAT
📺 $ROKU $NFLX",2021-03-04 14:40:03+00:00,29594,29,73,332
476,cinnamon_msft,"Hey Windows Server fans! Windows Server 2022 is now in preview and it supports Windows Terminal! 🤩

https://t.co/phLqkJTBrD",2021-03-03 23:26:02+00:00,17930,13,67,244
477,PeterTrader99,"From 52wk H

-6% $GOOGL
-8% $MSFT
-12% $HD $NFLX $SE
-15% $AMZN
-16% $AAPL $FB
-17% $NVDA $SQ $WMT
-18% $PYPL $QCOM
-19% $AMD $SHOP
-20% $TWLO
-24% $ROKU $DOCU
-27% $OPEN
-28% $TSLA
-29% $TTD
-34% $TDOC
-37% $PTON
-42% $ZM
-48% $PLTR
-49% $SPCE
-50% $FSLY
-56% $NNOX
-62% $BIGC",2021-03-03 22:15:53+00:00,12693,34,100,476
478,SarahPonczek,"Just 5 companies (AAPL, MSFT, AMZN, TSLA, GOOGL) accounted for almost half of the S&amp;P 500's 1.3% drop today https://t.co/NwFWJXs7ZA",2021-03-03 21:11:58+00:00,27820,20,90,384
479,garyblack00,"All growth stocks getting crushed again today. It’s just math: As future cash flows get discounted by higher int rates, they are mathematically worth less today.
$TSLA -0.8%
AMZN -1.6%
GOOGL -1.4%
TWTR -2.2%
MSFT -1.8%
SNAP -5.2%
SHOP -4.6%
SQ -5.5%
LULU -3.9%
CMG -3.3%",2021-03-03 17:52:55+00:00,85547,26,25,277
480,jimcramer,"Look, as i said on my videos, some of this selling has become ridiculous.. You cant' have Walmart down every day . Costco down every day. Nvidia down everyday. Apple and MSFT down almost every day.",2021-03-03 16:33:46+00:00,1751846,719,289,3119
481,balajis,"I’m skeptical of antitrust.

But there’s a sense in which the coming attack on FAANG may be like the meteor hitting the dinosaurs. The state can’t build, but it can destroy, and back when it destroyed MSFT’s morale it paved the way for internet companies.

This time, for crypto?",2021-03-03 16:12:53+00:00,474822,21,40,488
482,jicchamatome,"👴が取り上げた今回の好決算銘柄
$ZM $AFRM $AI $U $RPRX $FVRR $ROKU $SQ $ZI $NVDA $RKT $ZS $CRM $VEEV $AAPL $FB $AMZN $GOOG $MSFT $NFLX $INTC $AMD $TEAM $BABA $BMY $PYPL $PINS $PTON $LYFT $TWTR $SONO $DIS $NTR $TSM $JPM $GS $MS $PG
*EPS・売上高・ガイダンスの3つが市場予想を上回る",2021-03-03 13:10:00+00:00,107026,7,118,965
483,JesseCohenInv,"More ugly action in Big Tech + Tesla, but a lot of green elsewhere for the most part.

$AAPL $MSFT $AMZN $TSLA https://t.co/AvTnkkmarH",2021-03-02 21:13:03+00:00,33313,23,55,273
484,DOMOCAPITAL,"9) Short-sellers said $GME couldn't benefit from digital sales - $GME signed a revenue share agreement with $MSFT. Remember the stories that this wasn't a rev share agreement until @DOMOCAPITAL broke the news that it was?

https://t.co/uLPpwuVTpn",2021-03-02 16:30:50+00:00,38011,3,10,208
485,cinnamon_msft,"The Windows Terminal team has been working on some big changes and they start with this new release, Windows Terminal Preview 1.7! Also, Windows Terminal has been upgraded to version 1.6 and it includes everything except for the settings UI 😊 Go get it!

https://t.co/Uozq94mV0g",2021-03-01 18:08:24+00:00,17930,21,82,339
486,TikTokInvestors,"Me watching on my $1,300 keyboard-less email machine. $MSFT $AAPL https://t.co/EX6e18sNOp",2021-03-01 00:26:03+00:00,151283,56,187,1116
487,Gestiprudent,"MI CARTERA INTERNACIONAL ACTUAL
Muy @BolsaZone

CIMIENTOS
$AMZN
$BABA
$FB
$GOOG
$JNJ
$MELI
$MSFT

PRE CIMIENTOS
$ETSY
$FTCH
$ROKU
$TDOC

ROTACIÓN
$CPRI
$MAC
$OSK
£RR.

RIESGO Y OPORTUNIDAD 🚀
$AYRO
$MWK
$NIU
$TMDX
$VUZI
$U

OTROS
$QRVO
$RKT
$SNAP

Con stops correspondientes.",2021-02-28 22:50:53+00:00,11962,18,38,299
488,karaswisher,"I might never get a vaccine I am now fully eligible for in DC, due to shitty MSFT servers (revenge of the Ballmer, I guess), but I did get to interview this guy on the unfettered power of tech, so listen: Sacha Baron Cohen Has a Message for Mark Zuckerberg https://t.co/kwGXg3SnXb",2021-02-27 20:50:26+00:00,1435205,68,91,833
489,HeroDividend,"You can find dividend stocks in many different sectors💰

Tech💰
$AVGO
$TXN
$MSFT
$CSCO

Industrials💰
$CAT
$HON
$BA
$MMM

Retail💰
$WMT
$TGT
$COST
$HD

Healthcare💰
$PFE
$JNJ
$MRK
$ABBV

Telecom💰
$T
$VZ
$CCI
$AMT",2021-02-27 12:09:52+00:00,31718,23,73,380
490,cinnamon_msft,Eeeeee!!!! Ya girl just got promoted to Program Manager 2!!! https://t.co/nCV0ZjvVgB,2021-02-26 22:20:53+00:00,17930,85,9,897
491,timothysykes,"To those giving me tips, no, your junk penny stock isn't curing cancer, finding billions worth of gold, the next $TSLA $AMZN $MSFT $NFLX $AAPL $PYPL or a replacement for #bitcoin these are just promoter schemes to lure in newbies with big dreams but will ALL FAIL just like always",2021-02-26 14:11:51+00:00,305972,26,31,208
492,michaelsantoli,"They said it couldn't be done: 

The Big Five that make up 20% of S&amp;P 500 (AAPL. MSFT, AMZN, GOOGL, FB) are down an average 12% from their high. S&amp;P itself off just 3%.

Bumpy market now comes as cyclical groups look extended/expensive. 

Re-rotation, or more broadly corrective?",2021-02-26 13:24:47+00:00,78911,41,36,246
493,msft_fml,Djs be tweeting “who should I collab with?” and then mute reply notifications,2021-02-25 16:14:39+00:00,2699,6,9,239
494,garyblack00,"$TSLA and other secular growers should continue their rebound today as the reflation trade eases. With everyone now on the same page, the sharp rise in int rates may pause here, and traders should return to beaten up growth names like $TSLA $AMZN $FB $GOOGL $MSFT $HD $PYPL etc.",2021-02-24 09:48:45+00:00,85547,40,47,731
495,michael_saylor,"#Bitcoin is the dominant digital monetary network.  It reached a $1 trillion market cap faster than $AAPL, $AMZN, $GOOG, or $MSFT, and it is inevitable that billions of people will rely on it to store &amp; channel their monetary energy. https://t.co/k9fXI7ZCGz",2021-02-23 14:04:48+00:00,1646223,205,1071,5708
496,Saeed_AJ,"إذا كنت ترغب بالاستثمار في شركات النمو القوية بأقل مخاطرة فهذا أحد أفضل الصناديق المتداولة للنمو.

الرمز: $IVW
الرسوم: ٠.١٨٪
عائد ٥ سنوات: ١٤٠٪
متوسط العائد السنوي (١٠ سنوات): ١٦.٢٨٪
إجمالي الأصول: ٣٢.٥$ مليار
أكبر ٥ شركات في الصندوق: $AAPL $MSFT $AMZN $FB $GOOGL https://t.co/qkEPNfDD62",2021-02-21 18:17:29+00:00,67982,14,57,971
497,RebeccaHUMBL,OMG 😳 Senior Cloud Architect from Microsoft says: DigiByte + Microsoft + HUMBL = LIFTOFF 🚀🚀🚀🚀 $HMBL $TSNP $DGB $MSFT  WAKE UP HUMBL NATION!!! IT’S HAPPENING!!!!!!!!! 🔥🔥🔥🔥🔥 https://t.co/P39wTc3R5h https://t.co/fCVPz9hXgC,2021-02-21 03:47:33+00:00,7177,31,101,296
498,heihachiro888,"時価総額1兆ドルに達するまでかかった年数:

BTC:            12年

GOOGL:     21年

AMZN:        24年

AAPL:          42年

MSFT:          44年",2021-02-20 07:55:22+00:00,35814,2,128,736
499,GerberKawasaki,I’ve had enough of Bill Gates for a lifetime. Please go back to fixing diarrhea. $msft $tsla,2021-02-20 00:11:32+00:00,175367,100,57,1022
500,AltcoinDailyio,"Today #Bitcoin joined the $1 Trillion market cap club! 🚀

$GOLD $11.251 T
$APPL $2.178 T
$MSFT $1.839 T
$AMZN $1.676 T
$SILVER $1.484 T
$GOOGL $1.423 T
$BTC $1.0 T",2021-02-19 18:09:34+00:00,579977,23,177,805
501,teslaownersSV,"Market caps

1. Apple $AAPL - $2.2 trillion
2. Microsoft $MSFT - $1.8T
3. Saudi Aramco - $1.8T
4. Amazon $AMZN - $1.6T
5. Alphabet $GOOGL - $1.4T
6. #Bitcoin  - $970 billion
7. Tencent $TCEHY - $920B
8. Facebook $FB - $780B
9. Tesla $TSLA - $765B
10. Alibaba $BABA - $730B",2021-02-18 22:02:59+00:00,156999,11,33,220
502,FiSavvyDad,"Don’t know what to invest in?

Think about the products &amp; services you use each day

From the moment you wake up ⏰

You:

Check your phone $AAPL

Eat breakfast $K

Drive to work $F $TSLA

Listen to a podcast $SPOT

Stop for a coffee $SBUX

Sit at your desk $MSFT

What I miss? 👇",2021-02-18 20:39:54+00:00,8064,63,60,254
503,campuscodi,"Microsoft has finished its investigation into its SolarWinds-related breach

The OS maker said the SolarWinds hackers downloaded the source code of some Azure, Exchange, and Intune components, but they did not abuse MSFT products to attack its customers

https://t.co/Mkd02G97Dy https://t.co/YYcTipQaFp",2021-02-18 17:45:59+00:00,71134,10,116,227
504,TD_Investor,"INDIVIDUAL STOCKS FOR BEGINNERS

$BABA 
$GOOGL
$AMZN
$AAPL
$DIS 
$FB
$GM
$MSFT
$NFLX
$NIO
$CRM
$SNOW
$SHOP
$TSLA 
$U

This is my picks for beginners. 

What would you add or take away?

Open for criticism.",2021-02-18 17:13:23+00:00,23699,119,67,553
505,tradingview,"Market caps

1. Apple $AAPL - $2.2 trillion
2. Microsoft $MSFT - $1.8T
3. Saudi Aramco - $1.8T
4. Amazon $AMZN - $1.6T
5. Alphabet $GOOGL - $1.4T
6. #Bitcoin - $970 billion
7. Tencent $TCEHY - $920B
8. Facebook $FB - $780B
9. Tesla $TSLA - $765B
10. Alibaba $BABA - $730B",2021-02-17 23:18:06+00:00,320689,57,395,1511
506,ProtagorasTO,"1/ I spent a few years at Uber Eats watching us sometimes struggle to grow new businesses on top of rides. After a while I noticed a similar pattern at other big tech co's ($FB, $GOOG, $AMZN, $MSFT, etc). Below are my thoughts on why this happens and how it's related to marketing",2021-02-15 23:16:08+00:00,7275,29,114,843
507,Canny4,"If ur struggling, trying trading bigger slower stocks like AAPL MSFT BABA or even the index ETFs. If u can’t trade those, what makes u think u can trade shit that has 5x the volatility and is 10x harder to make consistent money trading.  Crawl, walk, run.  Think about it.....",2021-02-14 03:17:14+00:00,67040,49,121,1213
508,jicchamatome,"👴注目 これまでの好決算銘柄一覧
$TSM $BLK $JPM $GS $MS $PG $INTC $NFLX $AMD $MSFT $JNJ $AAPL $FB $TEAM $BABA $UPS $GOOG $BMY $PYPL $PINS $U $PTON $LYFT $TWTR $SONO $AFRM $DIS $VIRT $AMZN
*好決算の条件: EPS・売上高・ガイダンスの3つ全てが市場予想を超えた",2021-02-14 01:48:16+00:00,107027,9,89,956
509,QuintenFrancois,Buying $ETH now is like buying $MSFT (Microsoft) in 1624.,2021-02-13 05:59:16+00:00,70624,24,34,429
510,StuSim,"Portfolio Unrealized Gains:

$TSLA 1854%
$NVDA 662%
$AAPL 542%
$MSFT 476%
$V 215%
$LMND 149%
$GOOGL 128%
$AMZN 105%
$FB 100%
$ESTC 65%
$TWLO 52%
$CRWD 28%
$ESPO 19%
$FSLY 12%
$AONE 6%

Have trimmed: $TSLA $NVDA $MSFT $V $FB",2021-02-13 04:59:13+00:00,5944,20,17,305
511,foxygames_uk,".

So as I understand it, once the Bethesda/MSFT deal is finalised, Bethesda will operate as usual, publish its own titles, and release as multiplatform across Series X, PS5, PC, Switch etc.

..as a Microsoft subsidiary.",2021-02-11 23:59:12+00:00,8794,66,23,318
512,OphirGottlieb,"$PINS So, Pinterest’s blow out earnings, meh, but a report of an account of an a approach from $MSFT a month ago, now that's news!",2021-02-11 16:52:38+00:00,143144,30,9,340
513,JuiceHead33,"2021 - Starfield 
2024 - The Elder Scrolls 6 
2027 - Starfield 2 
2030 - Fallout 5 
I think the timeline for Bethesda games is bound to change. Them having their billion dollar IPs lay mostly dormant for a decade+ seems like it has to end. I imagine the MSFT buy affects this",2021-02-11 15:53:23+00:00,12940,98,48,1166
514,AlexSaundersAU,"Well then, @enjin, @Minecraft &amp; @Microsoft. Boy is the #Gaming &amp; #NFTs section of my portfolio looking healthy! Hottest trend of 2021! 🎮🎲🃏 $ENJ $MSFT 
https://t.co/ftT7lqOqWN",2021-02-11 08:34:30+00:00,121175,20,101,423
515,cperruna,"$MSFT tried to buy $PINS

If completed, it would have been Microsoft's largest acquisition ever. 

#longshares in $PINS https://t.co/iq2oDNYY6N",2021-02-11 02:14:24+00:00,96586,21,31,245
516,BusinessFamous,"""But I don't know what to invest in""

Look around your house.  Start by looking into the companies whose products you use everyday:

💡 $ED
🧴 $PG
🗑️ $WM
🩹 $JNJ
💉 $PFE
🧻 $KMB
📱 $AAPL
🖲️ $NVDA
🖥️ $MSFT
📞 $VZ, $T
🥤 $KO, $PEP
🔨 $HD, $LOW
🛍️ $WMT, $TGT, $AMZN",2021-02-10 20:11:14+00:00,34355,38,113,472
517,Dividend_Dollar,"If you had to pick a stock for the next 10 years from these categories/industries, which would it be?

Here is how I would go

High-Yield Dividend: $ABBV
Big Tech: $MSFT
E-Commerce: $AMZN
REIT: $DLR
Small Cap: $DMTK
Mid Cap: $RDFN
Gambling: $SKLZ
Dividend Growth: $V
FinTech: $SQ",2021-02-10 01:25:13+00:00,29594,78,112,945
518,Dividend_Dollar,"What type of Investor do you relate to MOST?

Conservative
$VOO
$VYM
$SCHD

Ole Reliable
$JNJ
$WMT
$KO

Div Growth
$AVGO
$HD
$V

Big Tech
$AAPL
$MSFT
$AMZN

Growth
$ROKU
$CRWD
$SQ

Asia Growth
$BABA
$SE
$TECHY

Small(er) Cap Ultra Growth
$SKLZ
$MWK
$DMTK",2021-02-09 01:05:00+00:00,29594,47,50,273
519,tradingview,"Market caps

1. $AAPL $2.2 trillion
2. $MSFT $1.8 trillion
3. Aramco $1.8 trillion
4. $AMZN $1.6 trillion
5. $GOOGL $1.4 trillion
6. $TCEHY (Tencent) $914 billion
7. #Bitcoin $870 billion
8. $TSLA $818 billion
9. $FB $760 billion
10. $BABA $710 billion",2021-02-09 00:47:17+00:00,320693,35,178,669
520,QTRResearch,"If co’s like $GOOG $AAPL $MSFT start buying Bitcoin it could be time to reconsider the too big to fail case. Government may regulate, but likely won’t ban outright. And I admit in that case the price can keep going. Regardless I’ll always prefer tangible assets like gold. (1/3)",2021-02-09 00:15:05+00:00,171488,40,40,402
521,assetdash,"Steven Cohen's Point72 Top Long Positions 📊

1. S&amp;P 500 $SPY 
2. Amazon $AMZN 
3. Alibaba $BABA
4. Alphabet $GOOGL
5. Palantir $PLTR
6. Facebook $FB
7. PayPal $PYPL
8. Microsoft $MSFT
9. Fiserv $FISV
10. Raytheon $RTX",2021-02-07 17:30:51+00:00,8331,21,64,420
522,Dividend_Dollar,"Dividend stocks do not have to be boring a ""slower growth""

All of these stocks have growth potential AND pay a dividend

$AAPL
$MSFT
$HD
$V
$AVGO
$QCOM
$WMT
$SBUX",2021-02-06 16:15:03+00:00,29594,11,35,215
523,wallstreetbets_,"We need to harness this power 
#wsb #wallstreetbets $gme $bb $amc $amd $cciv $psth $mgni $pltr $tsla $msft $aapl $kodk $nok $crsr https://t.co/LSeaW6f7fU",2021-02-05 13:29:13+00:00,58273,37,32,447
524,cperruna,"Databricks, an IPO to watch for in 2021

A data-and-AI focused company that interacts with corporate information stored in the public cloud.

Investors include $AMZN $GOOGL $CRM $MSFT and many others.
 https://t.co/ceJDnmeuZ1",2021-02-04 03:38:12+00:00,96588,23,41,316
525,charliebilello,"At $7.1 trillion, the combined market cap of Apple, Microsoft, Amazon, and Google is greater than the GDP of every country in the world with the exception of the US and China.

$AAPL $MSFT $AMZN $GOOGL

Charting via @ycharts https://t.co/4Z12avo92A",2021-02-04 02:50:29+00:00,312005,52,244,836
526,wallstreetbets_,"Have fun wading through infinite 
shit-posts, SEC 
#wsb #wallstreetbets #gamestop #boycottrobinhood $gme $amc $bb $nok $kodk $bbby $spce $nakd $tsla $ely $crsr $cciv $psth $pltr $nio $baba $amzn $msft https://t.co/DbKsAk9d0g",2021-02-04 00:09:06+00:00,58273,41,36,383
527,momiage0088,"結果論だけど
初歩的な決算の見方のコツのもう1つとして

例として
1つの決算が終わったら関連銘柄の事を想像する。
例えばアップル決算が〇→APPSもいいんじゃないか？
MSFT決算〇→クラウド関係もいいんじゃないか？

僕は決算は上記を寧ろ大切にしてる。",2021-02-03 22:37:43+00:00,123326,2,38,541
528,garyblack00,"Concerns re Jeff Bezos stepping down as $AMZN CEO are misplaced. Bezos staying on as Exec Chair, similar to role he has today. Best comp is Satya Nadella, CEO MSFT. Jassy is 23-yr AMZN veteran, runs AWS, AMZN’s most profitable business, detailed, hands on approach. Buy the dip.",2021-02-03 20:36:21+00:00,85549,33,26,379
529,Beth_Kindig,"SensorTower’s Mobile App Industry Trends report shows that business, medical, and finance apps have remained the top 3 categories in download growth.

$ZM $MSFT $TDOC $AMWL $GDRX $SQ $PYPL $IPOE https://t.co/WH25GSAIn3",2021-02-03 18:07:38+00:00,99088,9,32,208
530,alsabban1982,"مازلت مبتدئا هناك فالتشكيلة تتطور يوما إثر يوم.
هناك ٣ دوائر:

 - الدائرة الاولى ٤٠% من المحفظة -

٦ شركات + ٤ صناديق (قطاعات)
مايكروسوفت $MSFT
تيسلا $TSLA
جوجل $GOOGL
فيس بوك $FB
أمازون $AMZN
🍎 $AAPL
طاقة شمسية $TAN
طب جينات $ARKG
طاقة بديلة/خضراء $ICLN
انترنت المستقبل $ARKW https://t.co/rg3jyVtuIe",2021-02-03 15:59:16+00:00,134797,5,56,784
531,jrichlive,"Lost in the convo about Bezos giving up the CEO role: when Gates moved from CEO to Chairman at MSFT, it enabled him to focus time on the B&amp;M Gates foundation, the greatest philanthropic force of our lifetime. 

Hopefully Bezos does something similar (w/$200B to work with...). 🙏",2021-02-03 14:17:04+00:00,28247,14,18,450
532,charliebilello,"The combined annual revenue of the 4 largest US companies has surpassed $1 trillion for the first time...
Apple $AAPL: $294 billion
Microsoft $MSFT: $153 billion
Amazon $AMZN: $386 billion
Google $GOOGL: $183 billion

That's larger than the GDP of all but 16 countries.",2021-02-03 04:24:47+00:00,312005,42,346,1079
533,fatbabyfunds,"Sort of crazy

$MSFT https://t.co/boU82C551E",2021-02-03 04:02:44+00:00,7318,24,47,440
534,charliebilello,"Q4 Revenue Growth, YoY % Change...
Tesla $TSLA: +45.4%
Amazon $AMZN: +43.6%
Facebook $FB: +33.2%
Google $GOOGL: +23.5%
Netflix $NFLX: +21.5%.
Apple $AAPL: +21.4%
Microsoft $MSFT: +16.7%
S&amp;P 500 $SPY: -3.5%",2021-02-02 21:38:14+00:00,312005,61,463,1860
535,JohnStCapital,"Big Tech ( $AAPL $AMZN $FB $GOOGL $MSFT) did $365.1B in revenue in 4Q; annualized at $1.46T &amp; $77.6B of Net Income / Annualized at $311.5B

This annualized revenue # is greater than the totality of the S&amp;P 500 for every year ever. https://t.co/c1TwF7Zbwn",2021-02-02 21:21:41+00:00,35254,16,126,472
536,itsmichaelwest,"Alright. So these are refreshed versions of mockups I made in early 2019.

They're from a project called ""Modern"", that got put aside when I started my internship at MSFT. I only picked it back up recently. Obviously, they're personal work and don't reflect anything official. 😉 https://t.co/6vCOmYcdB6",2021-02-02 19:33:27+00:00,3871,21,21,306
537,ripster47,"Daily Wrap

Alerts+Ideas
$INO 14&gt;18.20💸
$FB 256&gt;263 💸
$IMTE 6&gt;8.80 💸
$TTNP 3.80&gt;3.40🔻L
$KIQ .94&gt;1.17💸

Overnight
$FUBO 44&gt;52 💰
$INO 13&gt;18.20💰 Calls 💰

Others
$FLGT 52&gt;155💰
$MSFT 232&gt;242 Calls💰
$CRBP 2.10&gt;3.08💸
$QFIN 18.30&gt;19.40💸
$TRIB Flat
New: $RTP $XL
*Timestamped",2021-02-01 22:31:42+00:00,243255,29,14,273
538,jicchamatome,"👴ビデオサマリー(2/1)
- $AAPL: 買い増しチャンス、決算悪いとこ見当たらない
- $MSFT: 下げは一時的、決算は良く問題ない、抱いておいて
- $PLTR: 33ドルを死守できなければチャート的に売り
- $ZM: 心配してない、おそらく次の決算○、今後ダウントレンドを上に抜けないといけない",2021-02-01 12:14:50+00:00,107027,7,37,564
539,wallstreetbets_,"🚨FACE TATTOO BET ALERT🚨
#wsb #wallstreetbets $GME $BB $BBBY $PLTR $PSTH $AMC $AMD $AAPL $MSFT $BABA $NIO $TSLA $KODK $NOK https://t.co/2cJJKfFON4",2021-01-31 22:18:11+00:00,58273,33,44,360
540,ChartingOptions,"2/1-2/5 WL:

Focus list: $AI $CHWY $CRSP $CRSR $FUBO $JMIA $PLTR $SPWR $TLRY

Charts and supplementary info below.

Also watching: $APPS $CVS $DDOG $DKNG $EA $GWPH $LI $MRNA $MSFT $NVAX $PINS $SOLO 

""Three keys to profitable trading: patience, discipline, and sound judgement.""🌱 https://t.co/3IjtFV0XyV",2021-01-31 20:06:07+00:00,53469,37,57,273
541,wallstreetbets_,"Remember this when they call us greedy punks on CNBC 
#wsb #wallstreetbets $GME #donate $BB $BBBY $AMC $TSLA $MSFT $NIO $BABA $SPCE $NOK $KODK https://t.co/kW1ESnElTY",2021-01-31 16:38:11+00:00,58273,61,142,911
542,TD_Investor,"10K Portfolio 💼 

20% Techs
$AAPL
$MSFT
$AMD

20% Dividend 
$ABBV
$T
$HD

20% Growth 
$TSLA
$SQ
$CRSP

15% Index 
$QQQ
$DIA
$SPY 

5% Consumer 
$KO
$MCD
$COST

5% Safety 
$GLD
$SLV 
$TLT

Next 15% should be cash on hand for any opportunity arise to DCA",2021-01-30 21:20:24+00:00,23699,91,209,1521
543,wallstreetbets_,"I can and will throw my shit so fucken far 🚀
#WSB #wallstreetbets $GME $AMC $BBBY $TSLA $MSFT $NIO $BABA $KODK $NOK $EXPR https://t.co/YO4xJwpfI1",2021-01-30 20:34:33+00:00,58273,37,40,392
544,wallstreetbets_,"Again, had me in the first half
#WSB #wallstreetbets $GME $BB $BBBY $AMC $AMD $SQ $TSLA $MSFT $EXPR $KODK $NOK https://t.co/lEOhtdK8ef",2021-01-30 17:56:49+00:00,58273,25,29,305
545,wallstreetbets_,"A few billboards popping up around the country, love to see it
#WSB #wallstreetbets $GME $BB $BBBY $MSFT $AAPL $NOK $KODK $DOGE.X $AMC $AMD $PLTR $PTON $CRSR $NIO $BABA https://t.co/RAfJKVZNgv",2021-01-30 16:05:16+00:00,58273,25,72,375
546,wallstreetbets_,"Personal wins 
#wsb #wallstreetsbets $GME $BB $BBBY $AMC $SPCE $TSLA $MSFT $AAPL $NIO $BABA $KODK $NOK https://t.co/wJx7rjVRzg",2021-01-30 15:27:36+00:00,58273,46,76,948
547,wallstreetbets_,"Not sure if worth or not
#wsb #wallstreetsbets $GME $BB $BBBY $TSLA $MSFT $AAPL $NIO $BABA $AMC $AMD $EXPR https://t.co/oMNCw3fQWI",2021-01-30 06:29:24+00:00,58273,30,32,257
548,wallstreetbets_,"Just let us buy the stocks we like
#freemarket #fuckrobinhood #robinhoodboycott #WSB $GME $BB $AMC $EXPR $PSTH $PLTR $BABA $NIO $AAPL $MSFT $TSLA $INO $ALUS $SLS $SLV https://t.co/awmTBB8dIf",2021-01-30 00:41:23+00:00,58273,73,70,550
549,compound248,"Lending $MSFT, which is easy to borrow, pays very little.

Lending $GME, which is very hard-to-borrow may pay 50-100% (or more) per year. The “borrow rate” is set by the market and is frustratingly opaque. The rate gets reset daily as the difficulty of borrow goes fluctuates.",2021-01-29 22:08:52+00:00,18485,4,22,287
550,wallstreetbets_,"Uncharted territory 
#wallstreetbets #WSB $GME $BB $BBBY $AMC $AMD $PLTR $PSTH $AAPL $TSLA $MSFT $NIO $BABA $INO $IPOE $KODK $NOK $EXPR https://t.co/nYHRTldQs1",2021-01-29 21:17:33+00:00,58273,44,88,690
551,wallstreetbets_,"If not for yourself, then for your brothers you lost along the way 
#WSB #wallstreetbets $GME $AMC $EXPR $BB $BBBY $WKHS $AMD $INO $SLV $DOGE.X $NVAX $TSLA $AAPL $MSFT $NIO $BABA $SQ https://t.co/ZBm0r4qZJS",2021-01-29 20:40:46+00:00,58273,17,35,215
552,wallstreetbets_,"ILLEGAL. FIDELITY NOW. 
#WSB #wallstreetsbets $GME $BBBY $TSLA $PLTR $NIO $PSTH $KODK $NOK $PTON $SQ $MSFT $AMC $AMD $BABA https://t.co/srePCDSdQf",2021-01-29 19:18:30+00:00,58273,64,149,737
