Unnamed: 0,Unnamed: 0.1,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,vader_sentiment,vader_score
225,225,HeroDividend,"10 stocks for the next 10 years🔆

AMD $AMD
Square $SQ
Tesla $TSLA
Carrier $CARR
Fortinet $FTNT
Shopify $SHOP
Cloudflare $NET
Microsoft $MSFT
Home Depot $HD
Waste Management $WM",2021-07-02 13:45:05+00:00,31713,28,68,407,stock next year amd amd square sq tesla tsla carrier carr fortinet ftnt shopify shop cloudflare net home depot hd waste management wm,neu,-0.4215
226,226,HeroDividend,"You can find dividend stocks in many different sectors💰

Tech💰
$AVGO
$TXN
$MSFT
$CSCO

Industrials💰
$CAT
$HON
$LHX
$MMM

Retail💰
$WMT
$TGT
$COST
$HD

Healthcare💰
$PFE
$JNJ
$MRK
$ABBV

Telecom💰
$T
$VZ
$CCI
$AMT",2021-07-02 12:49:55+00:00,31713,11,54,281,find dividend stock many different sector tech avgo txn csco industrials cat hon lhx mmm retail wmt tgt cost hd healthcare pfe jnj mrk abbv telecom vz cci amt,neu,0.0
227,227,cl,"My 7th year as a Microsoft MVP! I remember growing up and learning from so many MVPs, never imagining I'd be one myself. Receiving this award has been life changing in so many ways. Thank you MSFT for the award and making 3 of my favorite things: PowerShell, SQL Server &amp; SMO 😍 https://t.co/27kOHzQd6q",2021-07-01 15:29:43+00:00,7928,31,7,230,7th year mvp remember grow learn many mvp never imagine one receive award life change many way thank award make favorite thing powershell sql server amp smo,neu,0.91
228,228,TrungTPhan,"7/ Gates was OK with the deal but Allen was not.

He wanted Ballmer to own 5% max...so Gates agreed to drawdown the rest of the equity to give Ballmer from his own pool.  

By 1986, Ballmer owned 8% of $MSFT. It was worth ~$56m when Microsoft IPO'd at $700m. https://t.co/hsmtGEri2J",2021-07-01 13:56:23+00:00,212895,1,9,205,gate ok deal allen want ballmer max gate agree drawdown rest equity give ballmer pool ballmer own worth 56m ipo 700m,neu,0.7096
229,229,TrungTPhan,"Microsoft just reached $2T, pushing Steve Ballmer's net worth to $80B. 

Interestingly: when Ballmer joined MSFT in 1980, he was employee #30 and received ZERO equity. By its IPO in 1986, he owned 8% of MSFT. 

How did Ballmer get that stake? A contract quirk.

Here's the story🧵 https://t.co/oX4fuzLE4V",2021-07-01 13:56:17+00:00,212895,56,612,3234,reach 2t push steve ballmer net worth 80b interestingly ballmer join employee receive zero equity ipo own ballmer get stake contract quirk story,neu,0.7096
230,230,PythiaR,"Q2 2021 Portfolio Update: 

$LBRDK $TDG $GFL $CSU.TO $INFO $MSFT $FB $PVF.UN $SYK $MA $HEI $MTCH $LVMUY $CGNX $ADSK $CHE $BAM $AMAT $NOW $RICK $TSM $IBP $RADI $FTCH 

Q2 Return ($CAD): 7.89% (SPX 6.95%)
YTD: ($CAD): 12.75% (SPX 12.05%)
LTM: ($CAD): 39.66% (SPX 28.13%)

1/2 https://t.co/rq17WPsc9G",2021-07-01 13:07:17+00:00,29352,30,8,232,q2 portfolio update lbrdk tdg gfl csu info fb pvf un syk hei mtch lvmuy cgnx adsk che bam amat rick tsm ibp radi ftch q2 return cad spx ytd cad spx ltm cad spx,neu,0.0
231,231,BusinessFamous,"One great thing about investing is that you don’t have to choose sides

You can own competing companies like:

$VZ &amp; $T

$KO &amp; $PEP

$HD &amp; $LOW

$WMT &amp; $TGT

$AAPL &amp; $MSFT

$AMZN &amp; $SHOP",2021-07-01 01:03:02+00:00,34353,26,38,282,one great thing invest choose side compete company like vz amp ko amp pep hd amp low wmt amp tgt aapl amp amzn amp shop,neu,0.6705
232,232,aionescu,"In the same week, MSFT:
1) Released a pretty cool new OS upgrade
2) Got trolled for TPM2 by the very people that should be embracing it
3) Got trolled for enforcing new hardware by people who buy new MacBooks yearly
4) Had to fess up to more Russian pwnage
5) Got RCE 0day dropped",2021-06-30 21:26:04+00:00,44803,11,48,288,week release pretty cool new o upgrade get troll tpm2 people embrace get troll enforce new hardware people buy new macbooks yearly fes russian pwnage get rce 0day drop,neu,0.6908
233,233,eToro,"$FB joins the likes of $AAPL, $MSFT, $AMZN &amp; $GOOG 📈",2021-06-30 13:17:33+00:00,303706,23,18,216,fb join like aapl amzn amp goog,neu,0.5719
234,234,BullishRippers,If you had invested $1000 in Microsoft's $MSFT IPO on March 13th 1986 and held to today you'd have $3.68M,2021-06-30 12:16:34+00:00,5639,21,35,259,invest ipo march 13th hold today 68m,neu,0.0
236,236,matvelloso,"When Windows 8 launched, MSFT was at ~$28.64. 
$26.55 by end of 2012. It would only hit its previous record by 2016.

It's $271.40 now and the culture is drastically different. 

Lots of good things happened since then, and still a lot more to do.",2021-06-30 00:36:42+00:00,32020,21,26,521,window launch end would hit previous record culture drastically different lot good thing happen since still lot,neu,0.4404
237,237,MarketRebels,"Welcome to the trillion dollar club @Facebook 

$AAPL $2.249T
$MSFT $2.024T
$AMZN $1.737T
$GOOGL $1.671T
$FB $1.008T",2021-06-29 00:55:00+00:00,130813,14,46,209,welcome trillion dollar club aapl 249t 024t amzn 737t googl 671t fb 008t,neu,0.4588
238,238,HyenukChu,"Este es el tiempo que les tomó a estas empresas en alcanzar una capitalización de mercado de $ 1 Billón (trillion en inglés)

. Facebook FB : 17 años
. Google GOOGL : 22 años
. Amazon AMZN  : 24 años
. Apple AAPL : 42 años
. Microsoft MSFT: 44 años

gracias @Andreah86973485",2021-06-28 21:28:02+00:00,32960,12,20,223,este e el tiempo que le tomó estas empresas en alcanzar una capitalización de mercado de billón trillion en inglés facebook fb años google googl años amazon amzn años apple aapl años años gracias,neu,0.1779
239,239,cperruna,"Facebook joined the $1 trillion market cap club today.

$FB

Along with $AAPL $AMZN $MSFT $GOOGL

I own all 5 in my IRA.",2021-06-28 19:39:36+00:00,96584,24,34,540,facebook join trillion market cap club today fb along aapl amzn googl ira,neu,0.296
240,240,marketplunger1,"Microsoft's $MSFT monthly chart just makes you stop in awe. 

A casual 30.5% CAGR since 2013. 

Nothing off-the-beaten-path or esoteric about the company.

Mega-cap stock in plain sight. https://t.co/1EChr2fe0x",2021-06-28 15:54:27+00:00,21724,17,23,207,monthly chart make stop awe casual cagr since nothing beat path esoteric company mega cap stock plain sight,neu,-0.1027
241,241,TheJoyfulTrader,"You'll spend $500 on a new Xbox, but you won't buy $MSFT stock at $268

You'll spend $500+ on a pair of Jordan's, but you won't buy $NKE stock at $152

You'll spend $1100 on a new iPhone, but won't buy $AAPL stock at $135

See the problem yet?",2021-06-28 14:18:05+00:00,20772,42,140,585,spend new xbox buy stock spend pair jordan buy nke stock spend new iphone buy aapl stock see problem yet,neu,-0.4019
242,242,PeterTrader99,"Last 5 years

$WMT 93%
$JPM 159%
$FB 205%
$GOOGL 258%
$AMZN 387%
$MSFT 432%
$AAPL 470%
$NFLX 496%
$MU 521%
$LRCX 666%
$NOW 675%
$PYPL 726%
$TWLO 1359%
$NVDA 1565%
$TSLA 1639% 
$AMD 1655%
$ROKU 1734%
$TTD 2426%
$SQ 2636%
$SHOP 4969%

Which stock will bring 1000%+ next 5 years? 🧐",2021-06-27 15:27:22+00:00,12692,121,92,557,last year wmt jpm fb googl amzn aapl nflx mu lrcx pypl twlo nvda tsla amd roku ttd sq shop stock bring next year,neu,0.0
243,243,campuscodi,"Microsoft says Nobelium, the group behind the SolarWinds hack, aka the SVR, has breached:

-three new victims (through brute-force attacks)
-a MSFT's tech support agent's device (via malware)

https://t.co/vUAypYKLqB https://t.co/bFmX3TwQKX",2021-06-26 01:31:41+00:00,71121,2,139,243,say nobelium group behind solarwinds hack aka svr breach three new victim brute force attack tech support agent device via malware,neu,-0.3612
244,244,BusinessFamous,"💰💰💰

$1000 of $MSFT earns $8.40 dividends/year

$1000 of $NEE earns $20.80 dividends/year

$1000 of $KO earns $31.00 dividends/year

$1000 of $PM earns $48.00 dividends/year

$1000 of $XYLD earns $93.50 dividends/year

Do you buy from the top of this list or the bottom?",2021-06-24 18:55:25+00:00,34354,64,82,567,earn dividend year nee earn dividend year ko earn dividend year pm earn dividend year xyld earn dividend year buy top list bottom,neu,0.2023
245,245,JohnStCapital,"$FB &amp; $GOOGL are a tax on startups, $V &amp; $MA on commerce, $AAPL on mobile apps, $ICE &amp; $NDAQ on markets, $AMZN &amp; $MSFT on cloud compute, $NFLX &amp; $DIS on entertainment, $CHTR &amp; $CMCSA on broadband, $SPGI &amp; $MCO on data, $HCA &amp; $UNH on HC, $WM &amp; $WCN on waste; become a tax",2021-06-24 17:30:00+00:00,35252,16,48,379,fb amp googl tax startup v amp commerce aapl mobile apps ice amp ndaq market amzn amp cloud compute nflx amp dis entertainment chtr amp cmcsa broadband spgi amp mco data hca amp unh hc wm amp wcn waste become tax,neu,0.0
246,246,HeroDividend,"💰10 Dividend Growth Stocks💰

$O 🏢
$DG 💰
$HD 👷🏻‍♂️
$WM ♻️
$RTX 🚀
$BAC 🏦
$UNH 🩺
$ABBV 💊
$MSFT  ☁️
$CMCSA 📺",2021-06-23 13:24:59+00:00,31714,16,63,354,dividend growth stock dg hd wm rtx bac unh abbv cmcsa,neu,0.3818
247,247,iAmG____,@_msft_xx @LightSkinJay__ @OhThats_dapoet @DamnJazAgain Cuz you know her ass bought the gift thinking he won’t like it so I can keep it.,2021-06-22 18:59:36+00:00,182,3,20,604,cuz know as buy gift think like keep,neu,0.6597
249,249,MSFT_BusinessDE,"Der Schutz der Wasser-Ressourcen ist einer der größten Herausforderungen der heutigen Zeit und auch wir von Microsoft setzen uns für einen besseren Umgang mit Wasser ein. Mehr zu unseren Initiativen: https://t.co/b1DkYFm48l
#Wasserknappheit 💧🌍 https://t.co/CAsSWZyRvV",2021-06-22 09:00:18+00:00,16351,5,25,224,d schutz d wasser ressourcen ist einer d größten herausforderungen d heutigen zeit und auch wir von setzen un für einen besseren umgang mit wasser ein mehr zu unseren initiativen,neu,0.0
250,250,jhuntermav,"Do you ever see someone telling you not to buy $AAPL, $TSLA or $MSFT?  

Now why would there all of a sudden be thousands of people attempting to dissuade retail from investing in $AMC?  It’s because for once in history the little guy is beating the big guy and they can’t take it",2021-06-18 12:45:10+00:00,33673,76,322,1562,ever see someone tell buy aapl tsla would sudden thousand people attempt dissuade retail invest amc history little guy beat big guy take,neu,0.0
251,251,WCGamingTweets,"Why Xbox Game Pass is Microsoft's biggest opportunity since Windows itself. 

https://t.co/HFcpYGipGb #Xbox $MSFT",2021-06-17 22:29:40+00:00,88993,6,53,500,xbox game pas big opportunity since window,neu,0.4215
252,252,TrungTPhan,"Satya Nadella was just named Chairman of Microsft's Board. 

Since Nadella took over the CEO role from Steve Ballmer in Feb 2014, $MSFT has added more than $1.6T to its market cap. 

Even with the gains, his net worth is only $800m. 

Lesson: You don't get rich being an employee. https://t.co/luuvFXTsOA",2021-06-16 22:38:38+00:00,212900,121,138,2000,satya nadella name chairman microsft board since nadella take ceo role steve ballmer feb add 6t market cap even gain net worth 800m lesson get rich employee,neu,0.836
253,253,MingGao26,I just got a Surface Duo phone. I turned of all google permessions and send all data to msft. I figure this is the best way to handle mobile sheninaigans.,2021-06-15 16:17:28+00:00,45172,22,39,382,get surface duo phone turn google permessions send data figure best way handle mobile sheninaigans,neu,0.6369
254,254,CNBCTechCheck,"""The devices around us that allow us to play these video games, that number is only going to go up,"" says Xbox head @XboxP3 on the future of gaming following $MSFT's E3 presentation. https://t.co/2okYWubVeZ",2021-06-14 15:21:14+00:00,33426,10,62,365,device around u allow u play video game number go go say xbox head future game follow e3 presentation,neu,0.5574
255,255,HeroDividend,"💰10 Dividend Growth Stocks💰

$V 💳
$O 🏢
$DG 💰
$HD 👷🏻‍♂️
$WM ♻️
$ADP 🔴
$DLR 🏙
$LHX 🚀
$ABBV 💊
$MSFT  ☁️",2021-06-14 14:05:39+00:00,31714,22,66,435,dividend growth stock v dg hd wm adp dlr lhx abbv,neu,0.3818
256,256,SnazzyQ,E3 is lookin’ real good for MSFT and Xbox. I’m impressed.,2021-06-14 06:01:30+00:00,135154,9,10,582,e3 lookin real good xbox impress,pos,0.7003
257,257,JezCorden,"Great show overall. Most of the games I'm interested in were CGI, but that's cool for reveals.

Forza and Flight Sim were 🔥 tech showcases, Outer Worlds, RedFall, Starfield, and others prove MSFT is making exclusives. Varity showcases the value of Game Pass. An A+ #Xbox show.",2021-06-13 18:35:53+00:00,35550,59,73,1190,great show overall game interest cgi cool reveal forza flight sim tech showcase out world redfall starfield others prove make exclusive varity showcase value game pas show,neu,0.9062
258,258,ChartingOptions,"If you’re bullish the market into the remainder of 2021, and specifically tech, you have to be looking to long $AAPL $TSLA right now at these levels—we can add $NFLX too.

They need each other to climb.

$AMZN $ADBE $MSFT have woken up—the whole band will be together soon imho. https://t.co/Jm2Qb4mIYN",2021-06-11 23:32:19+00:00,53466,24,30,246,bullish market remainder specifically tech look long aapl tsla right level add nflx need climb amzn adbe wake whole band together soon imho,neu,0.0
260,260,goto_nikkei,"🇺🇸トップの変遷
S&amp;P500が史上最高値をつけました。①2000年、②07年、③21年の各高値の🇺🇸時価総額上位20社です。いまはGAFAMがやはり突出。00年も21年もランクインしたのは5社(MSFT, WMT, PG, HD, XOM)。なかでもMicrosoftの安定した強さは際立ちます。数年後にはさらなる新陳代謝があるのでしょうか https://t.co/ut4LeAbaab",2021-06-11 02:23:18+00:00,249786,12,322,2072,amp p500①2000②07③2120gafam00215 wmt pg hd xom,neu,0.0
261,261,DividendGrowth,"Happy Microsoft $MSFT Dividend Day to Bill Gates

He just received a dividend check for $57,676,043.04",2021-06-10 12:55:00+00:00,81893,34,86,770,happy dividend day bill gate receive dividend check,neu,0.5719
263,263,TOFIQFAZL,"$AMC is the hottest commodity the world over Europe &amp; Asia , and in the US beating #TSLA, #MSFT,#NVDA, etc because people see the potential for the squeeze.
#AMCtothemoon ,#AMC",2021-06-07 14:07:32+00:00,32805,12,145,691,amc hot commodity world europe amp asia u beat etc people see potential squeeze,neu,0.0
264,264,cadeinvests,"Top 10 stocks owned by hedge funds:

Data from the beginning of Q2.

1. $FB
2. $MSFT
3. $AMZN
4. $GOOGL
5. $GOOG
6. $V
7. $MA
8. $DIS
9. $BABA
10. $PYPL

If you are looking for stocks ideas, this list is a good place to start.",2021-06-07 13:30:21+00:00,10108,15,65,340,top stock own hedge fund data begin q2 fb amzn googl goog v dis baba pypl look stock idea list good place start,neu,0.5719
265,265,msft_fml,"Jack Ü - To Ü (msft Remix)

Out on tuesday :) https://t.co/ri5j4OBY7a",2021-06-06 21:38:51+00:00,2698,6,10,217,jack ü ü remix tuesday,neu,0.0
266,266,AlphaBetaAnil,"Multi-baggers in my portfolio and lessons learnt:
$TSLA 404%
$SE 366%
$ZS 320%
$ETSY 303%
$PAYC 285%
$SQ 270%
$SHOP 269%
$CRWD 254%
$UPST 225%
$NVCR 218%
$PINS 213%
$SWAV 206%
$TWLO 201%
$TTD 192%
$NIO 188%
$TXG 180%
$FUTU 171%
$BNGO 170%
$PYPL 158%
$MSFT 151%
$MELI 145%
cont..",2021-06-06 20:43:56+00:00,8848,14,36,215,multi bagger portfolio lesson learn tsla se z etsy payc sq shop crwd upst nvcr pin swav twlo ttd nio txg futu bngo pypl meli cont,neu,0.0
267,267,HeroDividend,"You can find dividend stocks in many different sectors💰

Tech💰
$AVGO
$TXN
$MSFT
$CSCO

Industrials💰
$CAT
$HON
$BA
$MMM

Retail💰
$WMT
$TGT
$COST
$HD

Healthcare💰
$PFE
$JNJ
$MRK
$ABBV

Telecom💰
$T
$VZ
$CCI
$AMT",2021-06-06 12:54:46+00:00,31715,10,64,289,find dividend stock many different sector tech avgo txn csco industrials cat hon ba mmm retail wmt tgt cost hd healthcare pfe jnj mrk abbv telecom vz cci amt,neu,0.0
268,268,HeroDividend,"Which portfolio are you choosing for the next 10 years?

A)
- $MSFT
- $GOOG
- $CELH
- $ROKU

B)
- $AAPL
- $AMZN
- $UPST
- $ETSY

C)
- $FB
- $CRM
- $FUTU
- $CRWD

D)
- $V
- $TSLA
- $SHOP
- $NVDA",2021-06-05 00:08:36+00:00,31714,205,53,330,portfolio choose next year goog celh roku b aapl amzn upst etsy c fb crm futu crwd v tsla shop nvda,neu,0.0
269,269,msft_fml,Producers release sample packs and then get mad at other producers if they use their samples,2021-06-04 14:25:25+00:00,2698,6,13,225,producer release sample pack get mad producer use sample,neu,-0.4939
270,270,Kosukeitou,"現在のポートフォリオはこんな感じ。

$OKTA $NVDA  $TRUP $CHWY $EXPI  $TWOU  $FUBO $DDOG $GRWG $AMZN $MSFT $SNOW $CM $LMND $FVRR $ABNB

ここから銘柄数を絞っていくのがとても難しいけど楽しい作業なんですよね。2週間で半分の8銘柄くらいにはしたい。",2021-06-04 10:10:30+00:00,43214,1,7,204,okta nvda trup chwy expi twou fubo ddog grwg amzn snow cm lmnd fvrr abnb,neu,0.0
271,271,MSFT_BusinessDE,"Die Wiederverwertung und Vermeidung von Abfall schont Ressourcen und schützt Mensch und Umwelt. So kämpfen auch wir von Microsoft für eine „Abfall-neutrale“ Zukunft. Mehr zu unseren Initiativen: https://t.co/VomLo4aRvf
#ZeroWaste https://t.co/hE0546EybG",2021-06-04 09:00:18+00:00,16351,4,16,233,die wiederverwertung und vermeidung von abfall schont ressourcen und schützt mensch und umwelt kämpfen auch wir von für eine abfall neutrale zukunft mehr zu unseren initiativen,neu,-0.5994
272,272,EricBalchunas,$AMC's volume today is greater than all these companies combined: $TSLA $AAPL $AMZN $MSFT $FB,2021-06-02 16:50:59+00:00,71667,64,337,1860,amc volume today great company combine tsla aapl amzn fb,neu,0.6249
273,273,StockMKTNewz,"Which portfolio would you choose to hold for the next 5 years?

A
Apple $AAPL
Bitcoin $BTC
Walmart $WMT
GameStop $GME

B
Amazon $AMZN
Facebook $FB
Square $SQ
Dogecoin $DOGE

C
Microsoft $MSFT
Tesla $TSLA
PayPal $PYPL
Blackberry $BB

D
Google $GOOGL
Ethereum $ETH
Disney $DIS
$AMC",2021-06-02 01:17:23+00:00,117605,247,34,272,portfolio would choose hold next year apple aapl bitcoin btc walmart wmt gamestop gme b amazon amzn facebook fb square sq dogecoin doge c tesla tsla paypal pypl blackberry bb google googl ethereum eth disney dis amc,neu,0.1779
