Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes,cleaned Tweet,flair_sentiment,flair_sentiment_score,vader_sentiment,vader_score,finbert_sentiment,finbert_score,ticker
BullishRippers,"Apple’s $AAPL historic FYQ3 earnings since 2005

2005: $3.5B
2006: $4.4B
2007: $5.4B
2008: $7.5B
2009: $9.7B
2010: $15.7B
2011: $28.6B
2012: $35B
2013: $35.3B
2014: $37.4B
2015: $49.6B
2016: $42.4B
2017: $45.5B
2018: $53.3B
2019: $53.8B
2020: $59.7B
2021 $81.4B",2021-07-27 20:31:16+00:00,5142,31,139,772,historic fyq3 earn since 5b 4b 4b 5b 7b 7b 6b 35b 3b 4b 6b 4b 5b 3b 8b 7b 4b,POSITIVE,0.9992,neu,0,neutral,0.910312772,AAPL
MarketRebels,"$AAPL Q3 EARNINGS:

EPS: $1.30 vs. $1.00 EXPECTED 

REVENUE: $81.4B vs. $73.1B EXPECTED",2021-07-27 20:31:08+00:00,128565,19,50,336,q3 earn eps v expect revenue 4b v 1b expect,NEGATIVE,0.8362,neu,0,neutral,0.914186776,AAPL
CNBCnow,"EARNINGS: Apple Q3 EPS $1.30 vs. $1.01 Est.; Q3 Revs. $81.43B vs. $73.30B Est. • $AAPL 
https://t.co/I26cjOCl6X https://t.co/hiSJqRjYYh",2021-07-27 20:30:06+00:00,697855,42,259,677,earn q3 eps v est q3 rev 43b v 30b est,NEGATIVE,0.7732,neu,0,neutral,0.93031776,AAPL
StockCats,get ready for some $AAPL has more cash than the GDP of &lt;insert country&gt; Tweets,2021-07-27 20:02:51+00:00,209148,12,18,228,get ready cash gdp lt insert country gt tweet,NEGATIVE,0.9999,neu,0.5574,neutral,0.902397633,AAPL
TradingThomas3,25% of QQQ reporting tonight? popcorns ready? this is better than the Olympics. $QQQ $AAPL $GOOGL $MSFT,2021-07-27 19:00:11+00:00,22912,17,34,270,qqq report tonight popcorn ready good olympics qqq googl msft,POSITIVE,0.989,neu,0.6597,neutral,0.855449677,AAPL
cvpayne,"Markets the rest of the show
Fed Preview
Earnings Preview
$AAPL
$MSFT
$GOOG
$V
$SBUX
When Does the Selling Stop
Buy the Dip 
Be Cool &amp; Make Money",2021-07-27 18:46:58+00:00,662180,15,24,233,market rest show feed preview earn preview msft goog v sbux sell stop buy dip cool amp make money,NEGATIVE,0.8053,neu,0.0258,neutral,0.896933198,AAPL
squawksquare,The fact $TSLA did what they did during a massive chip shortage and limited production (said on call they had 3 shutdowns) is even more amazing. They are starting to deliver even better growth numbers than $AAPL did at this early stage. $1T valuation seems very reasonable now.,2021-07-27 12:09:24+00:00,25381,6,22,341,fact tsla massive chip shortage limit production say call shutdown even amaze start deliver even good growth number early stage 1t valuation seem reasonable,POSITIVE,0.7929,neu,0.8074,positive,0.836058557,AAPL
ThetaWarrior,"$AAPL 1 hr.

All eyes on 150 the current ATH.

Notice how it's stair stepping up the Fib's.. https://t.co/9OEcgFqPiY",2021-07-27 02:00:01+00:00,95087,31,18,325,hr eye current ath notice stair step fib,POSITIVE,0.9982,neu,0,neutral,0.928038716,AAPL
garyblack00,"Steve Jobs very rarely participated in $AAPL earnings calls, but AAPL had a very strong #2 in Tim Cook. There is no clear #2 at $TSLA.",2021-07-26 22:28:43+00:00,85233,84,7,413,steve job rarely participate earn call strong tim cook clear tsla,NEGATIVE,0.9384,neu,0.7096,neutral,0.837439835,AAPL
Dividend_Dollar,"Invest in what you KNOW &amp; UNDERSTAND

📦 $AMZN $SHOP
🏦 $SQ
🏡 $RDFN $Z
🎮 $SE
⚡️ $TSLA $NIO
💻 $MSFT
⛽️ $XOM $CVX
🥤 $KO $PEP
🚬 $PM $MO
🕵️ $CRWD
👟 $NKE
👜 $SPG
🐶 $CHWY
🐭 $DIS
🍎 $AAPL
🍕 $DPZ
☕️ $SBUX
🏈 $DKNG
🎯 $TGT
🚗 $GM $F $LCID
✈️ $LUV
💻 $GOOGL $TTD
☎️ $T
🛠️ $HD $LOW",2021-07-26 14:30:00+00:00,29216,9,53,251,invest know amp understand amzn shop sq rdfn z se tsla nio msft xom cvx ko pep pm mo crwd nke spg chwy dis dpz sbux dkng tgt gm f lcid luv googl ttd hd low,POSITIVE,0.9663,neu,-0.2732,neutral,0.899928331,AAPL
CarterBWorth,"It’s going to be exciting.

The 5 largest stocks w/ a combined mkt cap of $9.4 trillion (24% of the $SPX) report EPS this week.

This has only happened 5 times in their joint history. In the week in question, the mkt has been lackluster, each time.

$AAPL $MSFT $AMZN $GOOGL $FB https://t.co/lP7kfo1nNW",2021-07-26 13:21:42+00:00,39379,16,84,311,go excite large stock w combine mkt cap trillion spx report eps week happen time joint history week question mkt lackluster time msft amzn googl fb,NEGATIVE,0.9757,neu,0.4767,neutral,0.882438898,AAPL
GaaOptions,"Public Watchlist: 7/30 Expiry

$AAPL over 150, Consider 151c
$ZM over 370, Consider 375c
$NVDA over 198.5c, Consider 200c
$NFLX over 521, Consider 525c
$SNOW over 272, Consider 275c

Plenty of other setups posted with charts. Plenty of setups, plenty of opportunities. Good luck!",2021-07-26 00:31:51+00:00,22815,6,30,252,public watchlist expiry consider 151c zm consider 375c nvda 5c consider 200c nflx consider 525c snow consider 275c plenty setup post chart plenty setup plenty opportunity good luck,NEGATIVE,0.9283,neu,0.8271,neutral,0.855920255,AAPL
EliteOptions2,"Elite Options Watchlist 💡

$AAPL 7/30 155C | Earnings Trade Idea
$ROKU 7/30 500C over 475 | Target 🎯: 500 | Stop loss: 467
$HD 8/5 340C over 334 | Target 🎯: 342 | Stop loss: 300
$SNAP 9/17 90C over 81 | Target : 90 | Stop loss: 77",2021-07-26 00:00:42+00:00,81374,0,31,291,elite option watchlist 155c earn trade idea roku 500c target stop loss hd 340c target stop loss snap 90c target stop loss,POSITIVE,0.9346,neu,-0.8885,neutral,0.879545987,AAPL
StickStocks,"You can $wish for a $tsla

Or a new $aapl phone

Place a bet on $dkng 

Or hope that $clov will or $bb will squeeze

None will compare to $amc 

Save this tweet and bash me later if I’m wrong. None will have the returns of #amc

In fact, no other stock will in the coming months.",2021-07-25 23:56:18+00:00,10341,19,35,283,wish tsla new phone place bet dkng hope clov bb squeeze none compare amc save tweet bash late wrong none return fact stock come month,NEGATIVE,0.9965,neu,-0.033,neutral,0.894611955,AAPL
PandaOptions,"Pandas Weekly Watchlist 🐼

$TTD 85c over 83.70, 75p under 77
$ROKU 490c over 480, 440p under 445
$CHWY 90c over 88.80, 80p under 81
$SE 305c over 300, 285p under 287
$PYPL 315c over 310, 290p under 296
$AAPL 152.5c over 150, 140p under 142",2021-07-25 21:39:47+00:00,32721,14,42,379,panda weekly watchlist ttd 85c 75p roku 490c 440p chwy 90c 80p se 305c 285p pypl 315c 290p 5c 140p,POSITIVE,0.9878,neu,0,neutral,0.934441149,AAPL
rhemrajani9,"What 🧺 would you take ? Set and forget for 5 years 

A) $BEAM $SE $AMZN $FVRR
B) $NTLA $SQ $MSFT $TWLO 
C) $CRSP $SHOP $AAPL $ABNB
D) $ARKG $PINS $NVDA $NET
 
Or create your own... #stocks #investing #longterm",2021-07-25 19:38:56+00:00,4991,154,25,269,would take set forget year beam se amzn fvrr b ntla sq msft twlo c crsp shop abnb arkg pin nvda net create,NEGATIVE,0.613,neu,0.0516,neutral,0.89483422,AAPL
jicchamatome,"- $GOOG: 割高、決算悪かったら売る
- $AAPL: それほど割高感はない
- $AMZN: ブレイクアウトしたばかりだからまだ大丈夫だと思う
- $DAL $UAL: 航空株でアップサイドを狙いたいなら特にこのあたりの銘柄に妙味
- $HOOD: このIPOは買わない
- 相場: 2年以上強いマーケットが継続したケースは稀",2021-07-25 12:54:25+00:00,105312,1,8,223,goog amzn dal ual hood ipo,NEGATIVE,0.9884,neu,0,neutral,0.930760384,AAPL
jicchamatome,"👴ビデオサマリー(7/25)
- 来週注目の決算発表: $TSLA $AAPL $MSFT $AMZN $GOOG $FB - 全部いい決算だと思う
- 決算: 今期も絶好調、SP500企業の24％くらいは決算発表終了、そのうち88％がEPSで予想を上回ってる
- 今後の相場: 9月10月はかなり荒れると思う",2021-07-25 12:54:18+00:00,105312,1,55,670,tsla msft amzn goog fb sp5002488eps,POSITIVE,0.9524,neu,0,neutral,0.933284461,AAPL
gityamatome,"【速報まとめ】2021/7/25 じっちゃまLive

👴「今週発表される重要な決算について」

コンセンサス予想

7/26（月）引け後 
$TSLA :EPS98￠、売上114億ドル

7/27（火）引け後
$GOOG :EPS19.15ドル、売上高560.5億ドル
$AAPL :EPS1.01ドル、売上高734.4億ドル
$MSFT:EPS1.92ドル、売上高443億ドル",2021-07-25 09:31:49+00:00,49253,2,15,251,live tsla eps98114 goog eps19 eps1 msft eps1,POSITIVE,0.9899,neu,0,neutral,0.937821805,AAPL
STXRBOY999,"Please get me to 100k followers today for a life changing giveaway, 1 free $AAPL stock",2021-07-24 21:59:03+00:00,89279,37,10,276,please get 100k follower today life change giveaway free stock,NEGATIVE,0.7281,neu,0.6808,neutral,0.91074729,AAPL
JesseCohenInv,"💥BIG EARNINGS WEEK AHEAD 👀👀

*Monday: $TSLA
*Tuesday: $AAPL $MSFT $GOOGL $AMD $V $SBUX $UPS
*Wednesday: $FB $SHOP $PYPL $MCD $BA $PFE $F $QCOM
*Thursday: $AMZN $PINS $MA $TWLO
*Friday: $CAT $XOM $CVX $PG $CL

$DIA $SPY $QQQ $IWM $VIX https://t.co/m3ypR7rv8k",2021-07-24 18:39:15+00:00,33042,20,143,481,big earn week ahead monday tsla tuesday msft googl amd v sbux up wednesday fb shop pypl mcd ba pfe f qcom thursday amzn pin twlo friday cat xom cvx pg cl dia spy qqq iwm vix,POSITIVE,0.991,neu,0,neutral,0.879802287,AAPL
reciknows,"#earnings next week 👀👀
 
$TSLA $GE $AAPL $AMD $MSFT $GOOG $V $ENPH $QS $BA $SHOP $TLRY $SPOT $FB $F $PYPL $QCOM $AMZN $PINS $TWLO $PG $CVX https://t.co/Bcmwgi1AT4",2021-07-24 18:08:25+00:00,17306,14,53,258,next week tsla ge amd msft goog v enph q ba shop tlry spot fb f pypl qcom amzn pin twlo pg cvx,NEGATIVE,0.7086,neu,0,neutral,0.922456205,AAPL
OMillionaires,"Some implied moves for #earnings next week(1of3):

$TSLA 7.3%
$AAPL 4.2%
$AMZN 4.5%
$MSFT 3.2%
$GOOGL 4.3%
$FB 5.7%
$TDOC 8.0%
$SBUX 4.0%
$V 3.3%
$AMD 6.6%
$SHOP 7.1%
$BA 4.1%
$SPOT 7.4%
$MCD 2.8%
$PYPL 5.5%
$NOW 6.0%
$ALGN 7.8%
$OSTK 12.3%
$PINS 12.1%
$TWLO 8.6%",2021-07-24 13:41:23+00:00,105394,12,65,330,imply move next week 1of3 tsla amzn msft googl fb tdoc sbux v amd shop ba spot mcd pypl algn ostk pin twlo,NEGATIVE,0.9927,neu,0,neutral,0.895953774,AAPL
Benzinga,"🚨 Upcoming Earnings Report - Week of July 26th 🚨

What positions are you holding?!

$AMZN $AAPL $XOM $GOOG $MSFT $FB $F $UPS $PFE $PG $GE $BA $BUD $CAT $MRK $BG $BMY $TSLA $QCOM $AZN $SBUX $ASX $AMD $ABEV $MCD $CS $DB $BCS $V $MA $MMM $CVX $CMCSA $LMT $MDLZ $YUM $TEVA $SPY $QQQ https://t.co/kV9xNlU0ey",2021-07-24 03:01:13+00:00,196611,47,115,290,upcoming earn report week july 26th position hold amzn xom goog msft fb f up pfe pg ge ba bud cat mrk bg bmy tsla qcom azn sbux asx amd abev mcd c db bcs v mmm cvx cmcsa lmt mdlz yum teva spy qqq,POSITIVE,0.9743,neu,0,neutral,0.923244536,AAPL
garyblack00,"The Big 6 (FAATAM) all report earnings next week:

1/ $AAPL $2.48T +12%YTD TUE
2/ $MSFT $2.18T +30%YTD TUE
3/ $AMZN $1.84T +12%YTD THU
4/ $GOOG $1.82T +52%YTD TUE
5/ $FB $1.05T +35%YTD WED
6/ $TSLA $620B -9%YTD MON

FYI… $BRK has taken over the #6 market cap from TSLA at $637B",2021-07-23 21:48:45+00:00,85233,38,47,435,big faatam report earn next week 48t ytd tue msft 18t ytd tue amzn 84t ytd thu goog 82t ytd tue fb 05t ytd wed tsla 620b ytd mon fyi brk take market cap tsla 637b,NEGATIVE,0.9783,neu,0.2023,neutral,0.905051589,AAPL
XclusiveTrading,"Weekly #XclusiveTriggers 7/19-7/23 Results💯

 🥇 $MRNA 567%
🥈 $AMZN 273%
🥉 $SNOW 241%

$AAPL
$NVDA 
$TSLA https://t.co/5kWnhcF6hw",2021-07-23 20:44:22+00:00,27187,5,13,271,weekly result mrna amzn snow nvda tsla,NEGATIVE,0.9122,neu,0,neutral,0.937951505,AAPL
RamBhupatiraju,"My history with #FAANMGN and the investing lessons they taught me.

$FB $AAPL $AMZN $NFLX $MSFT $GOOG $NVDA

Sharing with some FinTwit friends @TMFJMo @BrianFeroldi @saxena_puru @FromValue @dhaval_kotecha @richard_chu97 @7Innovator @LiviamCapital @investing_city @BahamaBen9 https://t.co/dntjAzFOcW",2021-07-23 17:54:26+00:00,40007,28,93,627,history invest lesson teach fb amzn nflx msft goog nvda share fintwit friend,POSITIVE,0.9657,neu,0.6597,neutral,0.896124005,AAPL
MarketRebels,$FB will be launching cloud gaming service on $AAPL devices today,2021-07-23 15:15:24+00:00,128566,6,39,210,fb launch cloud game service device today,POSITIVE,0.994,neu,0,neutral,0.902611315,AAPL
Dividend_Dollar,"Dividends are a great way to build wealth. They come in all different shapes and sizes

They can offer growth or income, dividend growth, or all of the above

$O
$AVGO
$ABBV
$HD
$MO
$V
$MCD
$AAPL
$MSFT
$JNJ

10 GREAT dividend paying stocks",2021-07-23 13:41:00+00:00,29216,16,32,215,dividend great way build wealth come different shape size offer growth income dividend growth avgo abbv hd mo v mcd msft jnj great dividend pay stock,POSITIVE,0.9818,neu,0.9451,neutral,0.84583813,AAPL
rachels_44,"Some company Earnings for next week 📈📊

$TSLA - 7/26
$GOOGL - 7/27
$AAPL - 7/27
$MSFT - 7/27
$SBUX - 7/27
$AMD - 7/27
$TDOC - 7/27
$FB - 7/28
$PYPL - 7/28
$QCOM - 7/28
$SHOP 7/28
$NOW - 7/28
$LRCX - 7/28
$SPOT - 7/28
$AMZN 7/29
$MA - 7/29
$OSTK - 7/29
$CAT - 7/30",2021-07-23 01:46:15+00:00,38013,23,123,432,company earn next week tsla googl msft sbux amd tdoc fb pypl qcom shop lrcx spot amzn ostk cat,POSITIVE,0.9945,neu,0,neutral,0.912017047,AAPL
Saeed_AJ,"أكبر ٣ أسهم وزنًا في محافظ بعض أشهر المستثمرين (الأكبر وزنًا من اليمين):

وارين بافيت: $AAPL $BAC $AXP

بل أكمان: $LOW $HLT $QSR

تشارلي مونجر: $BAC $WFC $BABA

كارل آيكان: $IEP $OXY $CVI https://t.co/OeKc1dbwgr",2021-07-22 11:33:00+00:00,66458,5,27,277,أكبر أسهم وزن ا في محافظ بعض أشهر المستثمرين الأكبر وزن ا من اليمين وارين بافيت bac axp بل أكمان low hlt qsr تشارلي مونجر bac wfc baba كارل آيكان iep oxy cvi,POSITIVE,0.9793,neu,-0.2732,neutral,0.860789776,AAPL
TD_Investor,"Some of the best Dividend/Dividend Growth stock that money can buy!

$PEP
$O
$HD
$KO
$MSFT
$MMM
$AAPL
$JPM
$PG
$JNJ
$CAT
$MCD
$FDX
$COST
$V
$VZ
$SBUX
$MA
$NKE
$XOM
$MO
$WMT
$BAC
$INTC
$ABBV

Add them to your watchlist, research them and build true passive income.
Bookmark this!",2021-07-22 10:15:59+00:00,23286,28,112,671,best dividend dividend growth stock money buy pep hd ko msft mmm jpm pg jnj cat mcd fdx cost v vz sbux nke xom mo wmt bac intc abbv add watchlist research build true passive income bookmark,POSITIVE,0.9988,neu,0.886,neutral,0.731006086,AAPL
MarketRebels,"Most Mentioned Tickers on WSB

1. $CLOV
2. $SOFI
3. $AAPL
4. $MRNA
5. $TSLA
6. $AMC
7. $CLF
8. $WISH
9. $NIO
10. $NVDA",2021-07-22 04:46:18+00:00,128566,8,44,206,mention ticker wsb clov sofi mrna tsla amc clf wish nio nvda,POSITIVE,0.768,neu,0.4019,neutral,0.920313895,AAPL
tradingchik,"Takeaways from today:

1. Trading after 11 is boring
2. Stop trading after making profits
3. Don’t chase $NVDA at the highs
4. Wait until right before the close to buy swings
5. Follow your damn rules
6. $AAPL is the most boring stock
7. Most of my losers are afternoon trades",2021-07-21 22:47:18+00:00,11746,26,22,376,takeaway today trade bore stop trade make profit chase nvda high wait right close buy swing follow damn rule bore stock loser afternoon trade,POSITIVE,0.7782,neu,-0.8126,neutral,0.922395289,AAPL
alsabban1982,"بالسوق الامريكي هذه ال١١ هي الدائرة الاولى عندي وهي ليست للبيع مهما ارتفعت
$MSFT $GOOGL $AAPL $FB $AMZN $TSLA $TSM $ARKG $ARKW $TAN $ICLN

بالسعودي
ارامكو الاهلي الاسمنتات الريتات",2021-07-21 22:45:29+00:00,133546,4,15,287,بالسوق الامريكي هذه ال١١ هي الدائرة الاولى عندي وهي ليست للبيع مهما ارتفعت msft googl fb amzn tsla tsm arkg arkw tan icln بالسعودي ارامكو الاهلي الاسمنتات الريتات,POSITIVE,0.9612,neu,0,neutral,0.867071211,AAPL
BusinessFamous,"Buying a new $800 iPhone every year

But not investing $AAPL?

🤡🤡🤡",2021-07-21 16:16:21+00:00,33777,48,82,645,buy new iphone every year invest,POSITIVE,0.9419,neu,0,neutral,0.885231078,AAPL
Stephanie_Link,"$NFLX market share fell below 50% for the first time ever in 2Q.  Still well ahead of the competition though - $NFLX 48.3%, Prime Video/$AMZN 12.7%, $DIS 7.3%, Hulu 5.6%, $AAPL 5.4% HBO Max 4.8%, Paramount 2.7%.",2021-07-21 10:41:14+00:00,97995,16,39,218,nflx market share fell first time ever 2q still well ahead competition though nflx prime video amzn dis hulu hbo max paramount,NEGATIVE,0.9936,neu,0.5106,negative,0.94309634,AAPL
FromValue,"I know haters will hate me now 🤷🏻‍♂️ but $PTON feels so much like $AAPL in 2009 or so (showing my age here).
Not the first device ✅ 
premium brand at a premium price ✅ 
hardware +software ✅
a new way of life many don't understand yet✅
many haters and cynic bears ✅",2021-07-20 23:18:29+00:00,60392,41,13,218,know hater hate pton feel much like show age first device premium brand premium price hardware software new way life many understand yet many hater cynic bear,NEGATIVE,0.9975,neu,-0.8481,neutral,0.906216204,AAPL
Investingcom,"*APPLE IS SAID TO POSTPONE OFFICE RETURN DUE TO COVID

$AAPL",2021-07-20 04:06:03+00:00,593935,9,48,272,say postpone office return due covid,NEGATIVE,0.993,neu,-0.2263,neutral,0.834606409,AAPL
LynAldenContact,"Nike $NKE stock is pretty wild. Black line is stock price. Blue line is what the stock price would be at its average 20-year valuation.

It has a higher P/E ratio than $MSFT, $AAPL, $GOOGL, or $FB. Chart via FAST Graphs. https://t.co/A6JT5lmWkb",2021-07-19 23:53:47+00:00,269029,73,78,832,nike nke stock pretty wild black line stock price blue line stock price would average year valuation high p e ratio msft googl fb chart via fast graph,NEGATIVE,0.9608,neu,0.4939,neutral,0.902879059,AAPL
squawksquare,"I find it funny how media keeps talking about older $TSLA models with older software need to spend $1,500 to upgrade for FSD subscription. What do you expect? Certain software on old $AAPL iPhones is outdated and you need a new iPhone for $1,500 to run it. Same thing. GMA break.",2021-07-19 16:58:10+00:00,25381,22,14,258,find funny medium keep talk old tsla model old software need spend upgrade fsd subscription expect certain software old iphones outdated need new iphone run thing gma break,NEGATIVE,0.9994,neu,0.6124,neutral,0.887652218,AAPL
