,Username,Tweet,Datetime,Number of Followers,Number of Comments,Number of Retweets,Number of Likes
1016,carlquintanilla,"BUFFETT: ""Tim may not be able to design a product like Steve. .. But Tim understands the world to a degree that very, very few CEOs I’ve met over the past 60 years could match.”

$AAPL @tim_cook https://t.co/7B7a58vdU4",2021-02-09 12:52:38+00:00,315136,9,57,377
1017,smartertrader,Btc trying 50k.  If Aapl buys btc it’s 60k.    Stunningly simple,2021-02-09 02:07:10+00:00,60953,20,25,221
1018,Dividend_Dollar,"What type of Investor do you relate to MOST?

Conservative
$VOO
$VYM
$SCHD

Ole Reliable
$JNJ
$WMT
$KO

Div Growth
$AVGO
$HD
$V

Big Tech
$AAPL
$MSFT
$AMZN

Growth
$ROKU
$CRWD
$SQ

Asia Growth
$BABA
$SE
$TECHY

Small(er) Cap Ultra Growth
$SKLZ
$MWK
$DMTK",2021-02-09 01:05:00+00:00,29276,47,50,273
1019,tradingview,"Market caps

1. $AAPL $2.2 trillion
2. $MSFT $1.8 trillion
3. Aramco $1.8 trillion
4. $AMZN $1.6 trillion
5. $GOOGL $1.4 trillion
6. $TCEHY (Tencent) $914 billion
7. #Bitcoin $870 billion
8. $TSLA $818 billion
9. $FB $760 billion
10. $BABA $710 billion",2021-02-09 00:47:17+00:00,318170,35,178,669
1020,QTRResearch,"If co’s like $GOOG $AAPL $MSFT start buying Bitcoin it could be time to reconsider the too big to fail case. Government may regulate, but likely won’t ban outright. And I admit in that case the price can keep going. Regardless I’ll always prefer tangible assets like gold. (1/3)",2021-02-09 00:15:05+00:00,171110,40,40,402
1021,RAMIROMARRA,"#ATENCIÓN Fuerte rumor de que Apple podría ser la próxima gran empresa en comprar bitcoins, según RBC Capital Markets.

Se habla de que $AAPL podría crear su propia wallet y ofrecer un servicio de intercambio cifrado.",2021-02-08 17:58:18+00:00,79460,15,34,319
1022,NIONenad,".@NIOGlobal and @Apple . I will tweet it into existence! 

$NIO $AAPL",2021-02-08 15:58:52+00:00,6202,18,32,214
1023,Benzinga,"Apple $AAPL may be the next big company to buy bitcoin $BTC, RBC says",2021-02-08 15:46:52+00:00,196721,20,62,276
1024,Investingcom,"*KIA, HYUNDAI SAY NO EV COOPERATION DISCUSSION WITH APPLE

$AAPL",2021-02-08 05:21:10+00:00,594307,16,44,223
1025,GSElevator,"When Tom Brady won his first Super Bowl, by market cap:

AAPL: 5.16B
AMZN: 7.32B

Market cap today:

AAPL: 2,300B
AMZN: 1,700B",2021-02-08 04:52:14+00:00,859562,5,188,1005
1026,GerberKawasaki,After all this there is no Kia Apple car? $aapl https://t.co/oqU0O7fkbv,2021-02-08 03:59:17+00:00,174361,66,15,243
1027,fatbabyfunds,"Top 10 Cult Brands:

1. $TSLA
2. $SQ
3. $PTON
4. $ABNB
5. $NKE
6. $AAPL
7. $LULU
8. $CMG
9. $PENN
10. $BTC

Who am I missing?",2021-02-07 18:35:40+00:00,7332,211,72,813
1028,DCDOWORK,"How many cars can you control with a phone? Not many, $NIO you can! Accumulate and go long we have only just begun.  $TSLA $AAPL $AMZN $XPEV $LI $RIDE $GEVO $XL $ABML $ALPP $PLUG $BLNK $BNGO $CLII $UAVS $SNDL $SPCE $FCEL $NNDM $WKHS $CLOV $FRSX $PLTR $FUBO $F $GM $BRGGF $RMO $QS https://t.co/Begxl6UQoQ",2021-02-06 19:32:19+00:00,15805,22,29,265
1029,Dividend_Dollar,"Dividend stocks do not have to be boring a ""slower growth""

All of these stocks have growth potential AND pay a dividend

$AAPL
$MSFT
$HD
$V
$AVGO
$QCOM
$WMT
$SBUX",2021-02-06 16:15:03+00:00,29276,11,35,215
1030,voclosporin,"若い人は驚くでしょうが、2004年迄 $AAPL が東京市場で売買できました。
嘗てはDisney、バンカメ、AT&amp;T、3M、マクドナルド、ネスレ、イーライリリー、IBM、ペプシコ、ボーイングなども東京に上場していました。
殆どが「売買代金の少なさ」を理由に上場廃止となりました。
今では信じられない話です。",2021-02-06 14:14:41+00:00,3757,5,24,301
1031,TeslaPodcast,"$TSLA $AAPL

""Apple has held talks with Hyundai and Kia about building an electric vehicle, though the discussions paused recently, according to people familiar with the situation.""

https://t.co/mNyD5mDEnd",2021-02-06 01:16:22+00:00,117565,32,23,275
1032,StockDweebs,"I will continue to find you stocks under $30.

I will help you find the next $TSLA, $AAPL, etc.

It's time to help our families and our loved ones. Enough of the struggles - let's go. 💪",2021-02-05 18:21:25+00:00,180814,227,190,4728
1033,squawksquare,"I think it's the confidence that Blackrock has put into $TSLA that is helping send this higher. They are one of the most respected firms and if they now own $42 Billion of $TSLA, it's the equivalent of when Buffet starting loading up $AAPL. https://t.co/zDEbwmeH5Z",2021-02-05 17:01:13+00:00,25388,23,25,259
1034,GerberKawasaki,I’m having a hard time believing Apple is making a Kia. I’m trying hard not to puke. I’m praying this isn’t the end of Tim with this huge capital investment. Can Apple make a Kia cool. In my heart I think not. $aapl  $tsla #tesla,2021-02-05 14:18:00+00:00,174361,364,75,1382
1035,wallstreetbets_,"We need to harness this power 
#wsb #wallstreetbets $gme $bb $amc $amd $cciv $psth $mgni $pltr $tsla $msft $aapl $kodk $nok $crsr https://t.co/LSeaW6f7fU",2021-02-05 13:29:13+00:00,58303,37,32,447
1036,ritholtz,"When this was published, $AAPL's share price (split adjusted) was 25 cents vs $137.39 now; Its market cap then was $3.4 billion versus $2.3 trillion today. https://t.co/vx4G5fnNdY",2021-02-05 12:12:19+00:00,188313,16,95,361
1037,HyenukChu,"Muy agradecido por tu compañia en Apm.
https://t.co/wQseSCcNvT
UG $BBY $MTCH
Earnings $APPS $PYPL $EBAY $QCOM
News $AAPL $DKNG 
Formaciones $MOMO",2021-02-04 14:34:15+00:00,32787,39,38,247
1038,carlquintanilla,"""This will not be Apple software in a Kia model,"" says @Lebeaucarnews on @CNBC. ""This WILL be an 'Apple Car.'""

$AAPL",2021-02-04 14:04:54+00:00,315136,26,34,266
1039,charliebilello,"At $7.1 trillion, the combined market cap of Apple, Microsoft, Amazon, and Google is greater than the GDP of every country in the world with the exception of the US and China.

$AAPL $MSFT $AMZN $GOOGL

Charting via @ycharts https://t.co/4Z12avo92A",2021-02-04 02:50:29+00:00,309824,52,244,837
1040,StevenZWang,"No offense, but if you sold TSLA because of the AAPL/Hyundai-Kia EV partnership rumors, you really shouldn’t have been in the stock in the first place.",2021-02-04 01:11:21+00:00,3304,42,37,884
1041,DCDOWORK,NEWS* $NIO (NYSE: NIO) Is Accelerating Its Plans To Enter the American Market As New Circumstantial Evidence Emerges https://t.co/ckdLZqrx18 Long $NIO $TSLA $AAPL $AMZN $XPEV $LI $RIDE $GEVO $XL $ABML $ALPP $PLUG $BLNK $BNGO $CLII $SNDL $UAVS $SPCE $FCEL $NNDM $WKHS $CLOV $FRSX,2021-02-04 01:09:53+00:00,15805,17,49,246
1042,smartertrader,Aapl about to go nuts,2021-02-03 23:38:22+00:00,60954,29,20,218
1043,4Awesometweet,"Apple car details: 

The car will cost $44,000

The cables to charge the car will cost $4,400
And become obsolete every two years 

😉

#apple #applecar
$aapl",2021-02-03 23:34:37+00:00,20316,22,16,212
1044,carlquintanilla,"Helluva scoop from @Lebeaucarnews 

$AAPL https://t.co/2gN5FVZEHW",2021-02-03 23:18:28+00:00,315136,37,84,414
1045,skaushi,$AAPL near deal with Hyundai-Kia to make Apple-branded autonomous EVs - CNBC,2021-02-03 23:07:02+00:00,42640,11,24,272
1046,alsabban1982,"مازلت مبتدئا هناك فالتشكيلة تتطور يوما إثر يوم.
هناك ٣ دوائر:

 - الدائرة الاولى ٤٠% من المحفظة -

٦ شركات + ٤ صناديق (قطاعات)
مايكروسوفت $MSFT
تيسلا $TSLA
جوجل $GOOGL
فيس بوك $FB
أمازون $AMZN
🍎 $AAPL
طاقة شمسية $TAN
طب جينات $ARKG
طاقة بديلة/خضراء $ICLN
انترنت المستقبل $ARKW https://t.co/rg3jyVtuIe",2021-02-03 15:59:16+00:00,133594,5,56,784
1047,HyenukChu,"Muy agradecido por tenerlos en nuestro análisis PM https://t.co/OMTSIuC3g6
Earnings $GOOGL $AMZN $CMG 
UG $STLD
PT $TWLO $PLUG 
News $BABA (Ant) $AMZN (CEO) $GWPH ($JAZZ Compró) $SHW (Split 3 a 1)
OI $WKHS $GOGO $BAC $INO $AAPL
FlwUp $FUTU $PANW ($FTNT) $GRWG",2021-02-03 14:29:15+00:00,32787,23,28,245
1048,charliebilello,"The combined annual revenue of the 4 largest US companies has surpassed $1 trillion for the first time...
Apple $AAPL: $294 billion
Microsoft $MSFT: $153 billion
Amazon $AMZN: $386 billion
Google $GOOGL: $183 billion

That's larger than the GDP of all but 16 countries.",2021-02-03 04:24:47+00:00,309825,43,346,1081
1049,charliebilello,"Q4 Revenue Growth, YoY % Change...
Tesla $TSLA: +45.4%
Amazon $AMZN: +43.6%
Facebook $FB: +33.2%
Google $GOOGL: +23.5%
Netflix $NFLX: +21.5%.
Apple $AAPL: +21.4%
Microsoft $MSFT: +16.7%
S&amp;P 500 $SPY: -3.5%",2021-02-02 21:38:14+00:00,309825,61,464,1862
1050,JohnStCapital,"Big Tech ( $AAPL $AMZN $FB $GOOGL $MSFT) did $365.1B in revenue in 4Q; annualized at $1.46T &amp; $77.6B of Net Income / Annualized at $311.5B

This annualized revenue # is greater than the totality of the S&amp;P 500 for every year ever. https://t.co/c1TwF7Zbwn",2021-02-02 21:21:41+00:00,35078,16,126,472
1051,squawksquare,"No matter what CNBC says to keep $AMZN from collapsing, you'll NEVER be able to replace the founder of a company. They are saying it's not a big deal. That's like saying Cook is the equivalent of replacing $AAPL Steve Jobs. Never same.",2021-02-02 21:19:50+00:00,25388,53,21,275
1052,DCDOWORK,"I was once a young, novice, emotional investor too. It took me 10 years to get where I am today. I wish I would of never sold $AAPL 8 years ago, I wish I never Sold $NFLX at $56 pre split, I wish I would of held $FB at $20! Invest Long Term People. Take emotion out of it. $NIO",2021-02-02 16:05:46+00:00,15803,63,106,970
1053,DCDOWORK,"I think approximately 25,000-100,000 small retail investors sold $NIO for $GME $AMC $KOSS $BB $BBBY $NOK $NAKD now CUT your Losses and Move Back into $NIO Retweet if you agree! $NIO $TSLA $AAPL $AMZN $XPEV $LI $RIDE $GEVO $XL $ABML $ALPP $PLUG $BLNK $BNGO $CLII $UAVS $SPCE $FCEL https://t.co/NCRZCOi6ZZ",2021-02-01 21:08:12+00:00,15803,26,64,225
1054,anyatrades,When GameStop squeezed to top 5 companies 🙊😂 $AMZN $TSLA $AAPL $GME https://t.co/1u7hs0R6l2,2021-02-01 18:39:42+00:00,91420,26,63,628
1055,MarketRebels,"Option volumes

$AAPL 846k (72% call 28% put)
$NOK 525k (88% call 12% put)
$F 513k (86% call 14% put)
$AMC 471k (58% call 42% put)
$DD 401k (51% call 49% put)
$TSLA 382k (61% call 39% put)
$SNDL 370k (93% call 7% put)
$NIO 337k (82% call 18% put)
$GME 329k (22% call 78% put)",2021-02-01 17:17:31+00:00,128655,10,54,234
1056,jicchamatome,"👴ビデオサマリー(2/1)
- $AAPL: 買い増しチャンス、決算悪いとこ見当たらない
- $MSFT: 下げは一時的、決算は良く問題ない、抱いておいて
- $PLTR: 33ドルを死守できなければチャート的に売り
- $ZM: 心配してない、おそらく次の決算○、今後ダウントレンドを上に抜けないといけない",2021-02-01 12:14:50+00:00,105379,7,37,564
1057,wallstreetbets_,"🚨FACE TATTOO BET ALERT🚨
#wsb #wallstreetbets $GME $BB $BBBY $PLTR $PSTH $AMC $AMD $AAPL $MSFT $BABA $NIO $TSLA $KODK $NOK https://t.co/2cJJKfFON4",2021-01-31 22:18:11+00:00,58303,33,44,360
1058,LiviamCapital,"1/ I'm getting a lot of questions on this topic given I'm a known $FB bull, so let's talk about $AAPL vs $FB. To be clear, my largest position is $FB but I've made most of my money buying and holding $AAPL only for a decade. I love both businesses.",2021-01-31 21:27:11+00:00,29821,30,73,671
1059,DCDOWORK,Retweet/Like/Follow if you believe in these stocks $NIO $TSLA $AAPL $AMZN $XPEV $LI $RIDE $GEVO $XL $ABML $ALPP $PLUG $BLNK $BNGO $CLII $UAVS $SPCE $FCEL $NNDM $WKHS $CLOV $FRSX $PLTR $FUBO $F $GM $SNDL $BRGGF $NOK $NAKD Who’s excited for tomorrow!?!,2021-01-31 19:07:11+00:00,15803,30,80,349
1060,TiniTrader,"Weekly watchlist 2/1-2/5:

1.  $CCIV - merger Monday?!?
2. $FUBO- heavily shorted-squeeze time?
3. $SNDL- $2 PT
4. $CLOV- Rebound week $16 PT 
5. $XL- heavily shorted - time to run
6. $GME / $AMC / $NAKD- fuck the suits
7. $TESLA- rebound 
8. $AAPL- great earnings time to show it",2021-01-31 17:55:31+00:00,324,10,40,213
1061,sttbreakingnews,"Melvin Capital Lost $7 Billion In January, 53% Of Its Capital...

And For The Week: 

$KOSS +1,740% 
Blockbuster $BLIAQ +1,233% 
GameStop $GME +405%
AMC $AMC +280% 
Express $EXPR +234% 
Novavax $NVAX +74%
Nasdaq $QQQ -3.3% 
S&amp;P 500 $SPY -3.3% 
Apple $AAPL -5.2%
Tesla $TSLA -6.3%",2021-01-31 16:07:32+00:00,42565,56,228,1057
1062,TriggerTrades,"Elliott Wave 🌊 Weekly Watchlist 

There may be weakness early this week, but it remains a buying opportunity 

After completing this larger degree correction, more upside is projected 📈

$NQ 14,500 🎯
$AAPL 160 🎯
$MCD 250 🎯
$TTWO 230 🎯

Good luck and trade safe🍀 https://t.co/sUFxXBBAXs",2021-01-31 15:00:04+00:00,53007,55,84,669
1063,DCDOWORK,"We should of all been Taught about Stocks, Investing &amp; Saving in the 5th grade! Think about where we would all be today! Smart investing takes your life to the next level! Like &amp; Retweet if you agree. Long  $NIO $TSLA $AAPL $AMZN $XPEV $LI $RIDE $GEVO $XL $ABML $ALPP $PLUG $BLNK",2021-01-30 21:36:59+00:00,15803,35,157,710
1064,TD_Investor,"10K Portfolio 💼 

20% Techs
$AAPL
$MSFT
$AMD

20% Dividend 
$ABBV
$T
$HD

20% Growth 
$TSLA
$SQ
$CRSP

15% Index 
$QQQ
$DIA
$SPY 

5% Consumer 
$KO
$MCD
$COST

5% Safety 
$GLD
$SLV 
$TLT

Next 15% should be cash on hand for any opportunity arise to DCA",2021-01-30 21:20:24+00:00,23292,91,209,1523
1065,ryangraves,"Ryan Cohen’s original position in $GME was 9M shares, at $8/sh.

If $GME trades at $375 (today it’s $325/sh) it will be worth $3.3B, exactly what he sold https://t.co/7Tca5GR8b0 to PetSmart for in 2017. 

He only holds 3 stocks, $AAPL, $WFC, and a metric shit ton of $GME 🤯",2021-01-30 17:23:26+00:00,32282,21,34,626
1066,wallstreetbets_,"A few billboards popping up around the country, love to see it
#WSB #wallstreetbets $GME $BB $BBBY $MSFT $AAPL $NOK $KODK $DOGE.X $AMC $AMD $PLTR $PTON $CRSR $NIO $BABA https://t.co/RAfJKVZNgv",2021-01-30 16:05:16+00:00,58304,25,72,375
1067,maxkeiser,"$AAPL stock sale was banned in 1980, deemed ‘too risky’ by regulators. https://t.co/z2Tr6JYQTI",2021-01-30 15:35:00+00:00,382788,6,69,333
1068,wallstreetbets_,"Personal wins 
#wsb #wallstreetsbets $GME $BB $BBBY $AMC $SPCE $TSLA $MSFT $AAPL $NIO $BABA $KODK $NOK https://t.co/wJx7rjVRzg",2021-01-30 15:27:36+00:00,58304,46,76,948
1069,GerberKawasaki,Tim Cook May Have Just Ended Facebook - Proud apple shareholder knowing ⁦@tim_cook⁩ has our back trying to protect us from evil Facebook.  There are just a few things worse than Facebook. $fb $aapl  https://t.co/9lNz2RPva6,2021-01-30 14:18:37+00:00,174364,56,58,517
1070,wallstreetbets_,"Not sure if worth or not
#wsb #wallstreetsbets $GME $BB $BBBY $TSLA $MSFT $AAPL $NIO $BABA $AMC $AMD $EXPR https://t.co/oMNCw3fQWI",2021-01-30 06:29:24+00:00,58304,30,32,257
1071,MarketRebels,"Friday trading volume

$SNDL - 1,018,000,000*
$AMC - 602,193,000*
$NAKD - 474,978,000*
$NOK - 362,323,000*
$CTRM - 294,387,000*
$CATB - 287,175,000
$AAPL - 177,524,000
$SLV - 113,552,000*
$AAL - 113,055,000*
$GE - 109,259,000
$BB - 94,049,000*

*restricted trading on Robinhood",2021-01-30 01:52:47+00:00,128659,34,77,314
1072,wallstreetbets_,"Just let us buy the stocks we like
#freemarket #fuckrobinhood #robinhoodboycott #WSB $GME $BB $AMC $EXPR $PSTH $PLTR $BABA $NIO $AAPL $MSFT $TSLA $INO $ALUS $SLS $SLV https://t.co/awmTBB8dIf",2021-01-30 00:41:23+00:00,58304,73,70,550
1073,cperruna,"Throw back to when the State of Massachusetts prevented its citizens from buying $AAPL IPO because it deemed the security ""too risky"".

It's up 150,000%+ since. 
1st Trillion $ company, twice over. https://t.co/dCQNuXveCF",2021-01-30 00:33:46+00:00,95903,30,254,1020
1074,charliebilello,"Wall Street Week...
Koss $KOSS: +1,740%
Blockbuster $BLIAQ: +1,233%
Dogecoin $DOGE: +513%
GameStop $GME: +405%
AMC $AMC: +280%
Express $EXPR: +234%
Novavax $NVAX: +74%
Volatility Index $VIX: +51%
---
Nasdaq 100 $QQQ: -3.3%
S&amp;P 500 $SPY: -3.3%
Apple $AAPL: -5.2%
Tesla $TSLA: -6.3%",2021-01-29 21:21:14+00:00,309829,168,1009,4143
1075,wallstreetbets_,"Uncharted territory 
#wallstreetbets #WSB $GME $BB $BBBY $AMC $AMD $PLTR $PSTH $AAPL $TSLA $MSFT $NIO $BABA $INO $IPOE $KODK $NOK $EXPR https://t.co/nYHRTldQs1",2021-01-29 21:17:33+00:00,58304,44,89,693
1076,MarketRebels,"Friday option volumes

$AAPL - 3.12m (66% call 34% put)
$SLV - 1.64m (84% call 16% put)
$NOK - 1.51m (85% call 15% put)
$TSLA - 1.39m (51% call 49% put)
$AMC - 1.06m (63% call 37% put)
$GME - 778k (31% call 69% put)
$AMD - 717k (63% call 37% put)
$NIO - 702k (75% call 25% put)",2021-01-29 21:10:25+00:00,128661,21,41,246
1077,EricBalchunas,"TAKE A BOW: They got $GME to trade $100b worth of shares this week, more than $AAPL and $AMZN. For context it traded $47m this week last year, so was a 2,100x jump. Speechless. https://t.co/NCdCqsfxfW",2021-01-29 21:02:59+00:00,70757,31,117,641
1078,momiage0088,"まだ全然怖いけど、余力半分残して
・FUBOは全売却（20万損切）
・IRDM新規
・FUTU追加
・TSLA追加
・AAPL追加
来週もまだ続くかもしれないので、そこは慎重に。",2021-01-29 20:42:19+00:00,122840,5,11,436
1079,wallstreetbets_,"If not for yourself, then for your brothers you lost along the way 
#WSB #wallstreetbets $GME $AMC $EXPR $BB $BBBY $WKHS $AMD $INO $SLV $DOGE.X $NVAX $TSLA $AAPL $MSFT $NIO $BABA $SQ https://t.co/ZBm0r4qZJS",2021-01-29 20:40:46+00:00,58304,17,35,215
1080,Jordanfabian,"$AAPL's Tim Cook writes letter to POTUS on behalf of Business Roundtable praising Biden for exec action shoring up DACA and saying permanent status for Dreamers ""is a crucial part of much-needed comprehensive immigration reform"" https://t.co/dSyk2VCzg9",2021-01-29 20:37:43+00:00,60344,14,144,577
1081,Parliam3nt,@MemberSee What?? It means hold the mother fucking stock. Like the stoies u tell friends back when u had 100 shares of AAPL @ a $2 cost basis. Look at the max chart if u dont believe me 🚀🚀,2021-01-29 20:26:13+00:00,61,1,5,207
1082,DontezAkram,"I just deposited $11,500 into my stock account 

Here’s what I bought

$2,500 - $APTS
$2,500 - $PBCT
$2,500 - $ET
$2,000 - $TSLA
$1,000 - $ED
$1,000 - $AAPL",2021-01-29 19:13:47+00:00,42808,17,12,315
1083,Beth_Kindig,Remember when $AAPL posted $100 billion in a single quarter?,2021-01-29 18:48:44+00:00,98561,59,66,909
1084,wallstreetbets_,"Sell? Never heard of him
#WSB #wallstreetbets $GME $PLTR $BB $BBBY $AMC $AMD $NOK $KODK $SPCE $TSLA $MSFT $AAPL $PSTH $BFT $CRSR https://t.co/UBhDgZqRqx",2021-01-29 18:45:57+00:00,58304,28,40,298
1085,AlexDelarge6553,People fucking relax!! Look what's going on in the markets! all markets! $aapl posted best earnings in the history of trading! All this bitching is causing more selling! Act like you've done this before!! Its one day!! Love you all! but damn!! https://t.co/lR47sBU8oo,2021-01-29 18:32:48+00:00,68939,68,31,304
1086,wallstreetbets_,"We can all play games... 
#WSB #wallstreetbets $GME $BB $BBBY $PLTR $NIO $BABA $TSLA $AMC $AMD $MSFT $AAPL $VXRT $KOSS $AMRN $AMZN $CATB $NOK $KODK https://t.co/3WzVj7bfCn",2021-01-29 17:52:32+00:00,58304,16,42,250
